¬Strings that use a base enumeration and add to it with a faction index to attain the proper string
¬ alemanni, empire_east, empire_west, empire_east_rebels, empire_west_rebels, franks, huns, sarmatians, sassanids, saxons, vandals, goths, 
¬ white_huns, ostrogoths, romano_british, slavs, celts, slave

¬ Faction Names
{ROMANS_JULII}					Maison Julii
{EMT_VICTORY_FRANKS}			Les Francs sont victorieux
{EMT_VICTORY_HUNS}			Les Huns sont victorieux
{EMT_VICTORY_SARMATIANS}		Les Sarmates sont victorieux
{EMT_VICTORY_SASSANIDS}		Les Sassanides sont victorieux
{EMT_VICTORY_SAXONS}			Les Saxons sont victorieux
{EMT_VICTORY_VANDALS}			Les Vandales sont victorieux
{EMT_VICTORY_GOTHS}			Les Goths sont victorieux
{EMT_VICTORY_WHITE_HUNS}		Les Huns blancs sont victorieux
{EMT_VICTORY_OSTROGOTHS}		Les Ostrogoths sont victorieux
{EMT_VICTORY_ROMANO_BRITISH}		Les Britto-romains sont victorieux
{EMT_VICTORY_SLAVS}			Les Slaves sont victorieux
{EMT_VICTORY_SLAVE}			Les rebelles sont victorieux
{EMT_VICTORY_BERBERS}			Les Berbères sont victorieux
{EMT_VICTORY_MOORS}			Les Maures sont victorieux
{EMT_VICTORY_CELTS}			Les Celtes sont victorieux

{EMT_VICTORY_DESCR_ROMANS_BRUTII}		Rome est à présent sous la férule des Brutii ! Vous avez tenu toutes vos promesses. Les Brutii sont les maîtres de Rome, l'épée dans une main et les symboles de la loi dans l'autre ! Après des années de lutte acharnée, la victoire nous a enfin souri !
{EMT_VICTORY_DESCR_ROMANS_JULII}		Le goût de la victoire est d'une douceur incomparable. Rome, l'Empire, le monde... vous en êtes maintenant le maître et le peuple de Rome vous adore ! Les ratiocinations du sénat n’ont pas prise sur vous. Vos ennemis sont faibles et désorganisés, comme tous les vaincus. Tous les attributs du pouvoir sont désormais vôtres... Profitez-en bien !
{EMT_VICTORY_DESCR_ROMANS_SCIPII}		La noble famille des Scipii semble avoir été bénie des dieux ! La victoire est belle, et les Romains peuvent à présent dormir sereinement, confiants dans notre capacité à les protéger de tous nos ennemis. Les armées de Rome, ou plutôt celles des Scipii, règnent sur un empire qui s'étend d'un bout à l'autre du monde ! Victoire !
{EMT_VICTORY_DESCR_BRITONS}			Victoire ! L'empire romain n'est plus, et nos terres s'étendent désormais d'Orient en Occident. Partout les druides célèbrent les dieux anciens ! Profitons de ce moment, levons nos chopes et buvons à pleine bouche !
{EMT_VICTORY_DESCR_CARTHAGE}			Victoire ! Le monde vous appartient ! Grâce à vous, nulle autre puissance ne peut rivaliser avec la grandeur de Carthage ! Aujourd'hui est un jour de fête, un jour pour décider du sort du monde sous la férule des seigneurs carthaginois !
{EMT_VICTORY_DESCR_EGYPT}			Victoire ! Vos ennemis ne sont plus qu'ombre et poussière, et les vents du désert ne portent plus que les échos de leur gloire passée. Votre nom sera repris par vos descendants en honneur de la gloire que votre règne a fait rejaillir sur le peuple égyptien !
{EMT_VICTORY_DESCR_GAULS}			Sous votre commandement, les courageux Gaulois ont remporté la victoire ! L'heure est aux célébrations. La grandeur de l'empire gaulois dont vous êtes à présent le chef est sans rivale. Les autres peuples craignent votre puissance, et ce à juste titre !
{EMT_VICTORY_DESCR_GERMANS}			Vous avez mené le brave peuple germain hors des forêts sombres vers les plaines ensoleillées de la victoire ! Vous tenez le monde entre vos mains, et les autres peuples tremblent devant la puissance de vos armées. Cette victoire est une revanche pour tous les peuples dits "barbares" ! 
{EMT_VICTORY_DESCR_GREEK_CITIES}		Les bienfaits de la civilisation sont désormais universels ! Les Grecs gouvernent avec sagesse et considération sur leurs terres. Quelle victoire ! Une victoire due à votre règne intelligent et avisé ! Votre charisme rivalise avec celui des dieux de l'Olympe !
{EMT_VICTORY_DESCR_PARTHIA}			La Parthie est désormais passée du statut de petit royaume dédaigné par les autres nations à celui de véritable empire. Vos talents de stratège ont mené la Parthie à la victoire, et votre bannière flotte aujourd'hui sur de nombreuses villes. Le monde est à présent le terrain de jeu de l'Empire parthe !
{EMT_VICTORY_DESCR_SELEUCID}			La puissance des Séleucides est à nulle autre pareille et leur empire invincible ! Vos talents de stratège et de meneur d'hommes ont conduit les Séleucides à la victoire, et des statues à votre effigie sont érigées dans toutes les villes ! Les dieux eux-mêmes envient votre gloire !

{EMT_VICTORY_DESCR_ALEMANNI}			Vous avez triomphé ! Des rivages de la mer jusqu'aux plus hautes cimes, le dialecte germanique s'est substitué au latin comme la langue du pouvoir. Vous avez façonné le monde à votre propre image. Désormais, les peuples inférieurs se prosternent aux pieds d'un Alaman !
{EMT_VICTORY_DESCR_EMPIRE_EAST}		L'empire romain a renoué avec la gloire. Du littoral aux plus hautes montagnes, Dieu a donné la victoire à vos légions et contenu l'infâme menace barbare. Le fer, le courage et la vertu de Rome ont triomphé de l'adversité ! 
{EMT_VICTORY_DESCR_EMPIRE_WEST}		L'empire romain triomphe ! Vous vous êtes montré digne de César lui-même, et vos légions, plus puissantes que jamais, garantissent dorénavant l'unité de votre peuple. Les barbares ont été repoussés ; une nouvelle ère s'ouvre à vous, maître du monde connu !
{EMT_VICTORY_DESCR_EMPIRE_EAST_REBELS}	L'ordre établi est renversé : c'est l'heure de votre triomphe ! Sous votre direction éclairée, un nouvel empire romain naît des cendres de l'ancien et pose les jalons d'une ère de prospérité et de paix. 
{EMT_VICTORY_DESCR_EMPIRE_WEST_REBELS}	Rome est tombée et de ses vestiges surgira une nouvelle Rome, plus somptueuse et dévouée à la gloire de Mars que jamais ! Des quatre coins de l'empire, tous saluent à sa juste mesure votre triomphe, qui sonne le renouveau de la majesté romaine et la naissance d'une nouvelle lignée de Césars !
{EMT_VICTORY_DESCR_FRANKS}			Vous avez remporté une glorieuse victoire au nom de votre peuple ! Le monde se soumet à la domination légitime des Francs. Nul nomade pouilleux, nul Romain parfumé n'ose prendre parti contre vous, et encore moins les armes !
{EMT_VICTORY_DESCR_HUNS}			Une épée, un bon cheval et les steppes à perte de vue... Que faut-il de plus à un véritable guerrier ? La victoire, voyons ! Aujourd'hui est un jour faste : vos ennemis ont mordu la poussière, leurs corps disloqués par les charges sauvages de vos cavaliers huns. C'est un jour à la gloire des nouveaux maîtres des steppes et du monde !
{EMT_VICTORY_DESCR_SARMATIANS}		Une épée, un bon cheval et la compagnie de valeureux guerriers sarmates sont les meilleurs atouts dont on puisse rêver. Ne vous ont-ils pas mené à la victoire ? Vous avez triomphé. 
{EMT_VICTORY_DESCR_SASSANIDS}			Assis sur le trône du paon, comme vous en avez gagné le droit, vous avez désormais tout loisir de savourer votre triomphe et contempler l'immensité de votre empire. Vos ennemis ont été asservis et vos sujets terrorisés contraints à la soumission. La victoire est à vous !
{EMT_VICTORY_DESCR_SAXONS}			Vous triomphez ! La domination saxonne s'exerce sans partage, sur la terre comme sur la mer. Les bardes chanteront vos hauts faits pour les siècles à venir !
{EMT_VICTORY_DESCR_VANDALS}			Félicitations ! Vous avez mené les Vandales, féroces et destructeurs, à la victoire finale. Désormais, les peuples conquis n'ont d'autre choix que de ramper à vos pieds, et implorer votre pitié !
{EMT_VICTORY_DESCR_GOTHS}			Magnifique ! Sous votre commandement, les Goths ont fait plier les peuples inférieurs. Ni les Romains, jadis si puissants, ni les redoutables cavaliers des steppes orientales n'ont su l'empêcher. Savourez bien ce moment, et que jamais vous n'oubliiez le goût de la victoire !
{EMT_VICTORY_DESCR_WHITE_HUNS}		Une épée, un bon cheval et les steppes à perte de vue... Que faut-il de plus à un véritable guerrier ? La victoire, voyons ! Aujourd'hui est un jour faste : vos ennemis ont mordu la poussière, leurs corps disloqués par les charges sauvages de vos Huns blancs. 
{EMT_VICTORY_DESCR_OSTROGOTHS}		Magnifique ! Vous avez mené les Ostrogoths à la victoire finale sur tous les peuples inférieurs, y compris vos cousins de l'ouest, les Wisigoths ! Qui d'autre aurait pu en faire autant ? Le goût de la victoire est d'une douceur incomparable, savourez donc ce moment de triomphe !
{EMT_VICTORY_DESCR_ROMANO_BRITISH}		Vous triomphez ! Vous avez durement ressenti le retrait des légions romaines de Britannie, mais un tel revers de fortune a renforcé votre détermination ! Vos efforts ont consacré le renouveau de Rome, et votre victoire !
{EMT_VICTORY_DESCR_SLAVS}			Vous avez gagné ! Vous avez écrasé vos ennemis ; les Slaves règnent à présent en maîtres sur le monde et c'est à vous qu'ils le doivent. La patrie slave survivra aux siècles, voire à l'éternité !
{EMT_VICTORY_DESCR_SLAVE}			La rébellion et l'insurrection ont porté leurs fruits ! Un rebelle, s'il est victorieux, accède à la dignité des rois. Vous laisserez l'empreinte de votre victoire dans les livres d'histoire : l'ordre ancien y sera jugé à l'aune de vos exploits immortels !
{EMT_VICTORY_DESCR_BERBERS}			Vous avez triomphé ! Vos guerriers ont franchi les sables du désert jusqu'aux sombres forêts d'Europe, et brisé tous ceux qui se dressaient sur leur passage ! A présent, nul n'osera défier la puissance des armées berbères !
{EMT_VICTORY_DESCR_MOORS}			Vous avez triomphé ! Vos guerriers ont franchi les sables du désert jusqu'aux sombres forêts d'Europe, et brisé tous ceux qui se dressaient sur leur passage ! A présent, nul n'osera défier la puissance des armées maures !
{EMT_VICTORY_DESCR_CELTS}			Vous êtes victorieux ! Sous votre commandement inspiré, les Celtes ont arraché leurs terres ancestrales des mains de générations d'envahisseurs et d'intrus. Les cruels Romains eux-mêmes rendent désormais hommage à un seigneur celte !

{EMT_DEFEATED_BY_ROMANS_BRUTII}		La victoire vous a échappé, et ce sont maintenant les cruels Brutii qui dirigent le monde d'une poigne de fer. Le règne des Brutii sera sombre et violent !
{EMT_DEFEATED_BY_ROMANS_JULII}			La victoire vous a glissé entre les doigts, et avec elle votre chance de diriger le monde. Les Julii, amis de la plèbe, règnent à présent sur Rome. L'Empire romain leur appartient... et il sera difficile de le leur reprendre !
{EMT_DEFEATED_BY_ROMANS_SCIPII}		Les dieux n'ont pas récompensé vos efforts et la victoire est désormais hors de portée. Les Scipii, en revanche, sont bien les favoris des dieux : ils règnent à présent sans partage sur Rome !
{EMT_DEFEATED_BY_BRITONS}			Ces Britons peinturlurés et leurs druides aux mains rouges de sang ont triomphé. Pour vous qui avez savouré le vin de la victoire, les cendres de la défaite n'en sont que plus amères !
{EMT_DEFEATED_BY_CARTHAGE}			Il faut se rendre à l'évidence : vous êtes vaincu ! Les Carthaginois et leurs mercenaires règnent désormais en maîtres ! Leurs immondes rites infanticides seront bientôt monnaie courante... Une ère de peur s'annonce. 
{EMT_DEFEATED_BY_EGYPT}			Pharaon et ses esclaves vous ont arraché la victoire des mains. Ce jour est bien sombre... le monde est désormais sous la coupe d'une nation de fanatiques obsédés par la mort et d'adorateurs de cadavres !
{EMT_DEFEATED_BY_GAULS}			La victoire est hors de portée. Les moustaches et les braies gauloises seront désormais la norme ! Le destin du monde entre les mains d'un peuple si répugnant... quelle ironie !
{EMT_DEFEATED_BY_GERMANS}			Tant d’efforts pour être vaincu... Les dieux ont manifestement perdu tout intérêt pour vous. Les Germains, ces fous à demi sauvages, ont vaincu tous leurs adversaires ! Quel terrible jour !
{EMT_DEFEATED_BY_GREEK_CITIES}			Est-ce possible ? Les Grecs sont victorieux ! Il est aberrant que ces bellâtres parfumés puissent prétendre à l’hégémonie. Mais bien que vaincus, nous n'abandonnerons pas le combat...
{EMT_DEFEATED_BY_PARTHIA}			Les Parthes se sont emparés de la victoire alors même que vous pensiez la tenir entre vos mains. C'est une journée bien sombre... dire que le monde sera gouverné par un peuple dont la plus grande gloire est d'aimer les chevaux !
{EMT_DEFEATED_BY_SELEUCID}			L'Empire séleucide a triomphé ; la victoire leur est désormais acquise. Tous vos plans se sont révélés vains... mais les peuples libres supporteront-ils longtemps le joug de l'oppresseur séleucide ?

{EMT_DEFEATED_BY_ALEMANNI}			Vous avez été vaincu par les Alamans, peuple redoutable s'il en est. Seront-ils d'aussi efficaces dirigeants qu'ils furent de valeureux adversaires ?
{EMT_DEFEATED_BY_EMPIRE_EAST}			L'empire d'orient vous a infligé une cinglante défaite. Ils se réclament de l'héritage de Rome, mais ne tiennent-ils pas davantage des Grecs et de leurs manières risibles ? Et dire qu'ils vous ont vaincu...
{EMT_DEFEATED_BY_EMPIRE_WEST}			La victoire vous a tourné le dos. Force et courage, les deux mamelles des vertus romaines, ont sonné le glas de vos ambitions. La faiblesse de Rome, affichée durant des siècles, n'était à l'évidence que poudre aux yeux : vous avez sous-estimé leur puissance et ils en ont profité !
{EMT_DEFEATED_BY_EMPIRE_EAST_REBELS}		Rome a triomphé. Mais les illustres César et Trajan désavoueraient cette Rome victorieuse : c'est une bande de vermines rebelles qui vous a vaincu ! Cette nouvelle Rome est une Rome à l'inspiration orientale, une Rome tombée sous la férule des Grecs rebelles et de leurs complices !
{EMT_DEFEATED_BY_EMPIRE_WEST_REBELS}		L'ordre naturel du monde a été bouleversé et une clique de rebelles, truffée de criminels et de marginaux, vous a arraché la victoire. Cette nouvelle Rome s'est proclamée capitale du monde, mais ses maîtres légitimes gisent dans leur tombe !
{EMT_DEFEATED_BY_FRANKS}			Vous avez été vaincu par les Francs. Nul ne se risquera plus à prendre les armes contre ces barbares et leurs haches, pas même les cavaliers des steppes ni les Romains à la puissance révolue !
{EMT_DEFEATED_BY_HUNS}				Les seigneurs les plus sauvages et cruels paraissent bien tendres comparés aux Huns ! Vos armées ont été défaites par ces féroces créatures à demi humaines originaires des steppes lointaines. C'est la fin de tout ! Les ténèbres se sont abattues sur le monde !
{EMT_DEFEATED_BY_SARMATIANS}			Les valeureux cavaliers sarmates sont venus à bout de vos armées. Ce furent d'honorables adversaires ; se révéleront-ils des conquérants magnanimes ? 
{EMT_DEFEATED_BY_SASSANIDS}			La puissance du grand empire perse a scellé votre sort. Depuis leurs riches palais d'orient, les Sassanides tirent une légitime fierté de leurs conquêtes, tandis que votre peuple tremble sous la botte de leurs nouveaux maîtres...
{EMT_DEFEATED_BY_SAXONS}			La violence des Saxons vous a submergé. Leurs bardes se répandront en chansons interminables dédiées à leur gloire... Une souffrance de plus infligée aux peuples soumis à leur tyrannie !
{EMT_DEFEATED_BY_VANDALS}			Vous avez été balayé par les Vandales, un peuple à la violence si aveugle que leur nom est devenu synonyme de destruction gratuite. Avec de tels maîtres, votre peuple a tout à craindre de l'avenir !
{EMT_DEFEATED_BY_GOTHS}			Réputés pour leur cruauté systématique, à la guerre comme en temps de paix, les infâmes Goths ont rabattu vos velléités de suprématie. Votre peuple n'a maintenant que ses yeux pour pleurer la perte de sa liberté...
{EMT_DEFEATED_BY_WHITE_HUNS}			La sauvagerie et la cruauté seront le lot commun des peuples tombés sous le joug des Huns blancs ! Ils vous ont vaincu et c'est la fin de tout ! Le monde bascule dans l'obscurité ! Les gémissements des femmes retentissent alors que vous sombrez dans l'oubli...
{EMT_DEFEATED_BY_OSTROGOTHS}			Vos armées ont été humiliées par les Ostrogoths, des adversaires aussi sournois que terribles. Votre peuple n'a maintenant que ses yeux pour pleurer la perte de sa liberté...
{EMT_DEFEATED_BY_ROMANO_BRITISH}		Vous avez été vaincu par ces Britto-romains qui avaient refusé, avec l'obstination commune à tous les peuples de Britannie, de se résigner au départ des légions romaines. Aujourd'hui, la chance leur est donnée de rebâtir Rome à leur image !
{EMT_DEFEATED_BY_SLAVS}			Les cruels Slaves vous ont mis à genoux. Vos terres ont été confisquées, vos gens s'épuisent dans les champs, et vos enfants grandiront sous la tyrannie slave !
{EMT_DEFEATED_BY_SLAVE}			L'ordre naturel et légitime a été mis à mal ! Vous avez été renversé par une clique de rebelles, d'esclaves et d'autres pouilleux qui se font dorénavant appeler maîtres !
{EMT_DEFEATED_BY_BERBERS}			Les Berbères vous ont vaincu ! Vos gens sont ravalés au rang de vulgaires serviteurs d'une bande de chameliers poussiéreux et de voleurs de chèvres. C'est un jour qui restera marqué par le désespoir et l'infamie ! 
{EMT_DEFEATED_BY_MOORS}			Les Maures vous ont vaincu ! Vos gens sont ravalés au rang de vulgaires serviteurs d'une bande de chameliers poussiéreux et de voleurs de chèvres. C'est un jour qui restera marqué par le désespoir et l'infamie !
{EMT_DEFEATED_BY_CELTS}			Vous avez été défait par les Celtes, cet ancien peuple qui a reconquis les territoires qu'ils estimaient leur appartenir de plein droit. Jadis, les Celtes étendaient ainsi leur empire sur la majeure partie de l'Europe. Aujourd'hui, ils ont renoué avec leur gloire passée, effaçant du même coup ce qui n'aura été qu'un intermède romain...

{EMT_SHORT_VICTORY_ROMANS_BRUTII}		Quelle victoire ! Vos ancêtres Brutii peuvent être fiers de vous. Les immondes Macédoniens et les Grecs parfumés ne sont plus, et seules quelques ruines témoignent encore de leur gloire passée ! Félicitations ! Vous avez mené votre famille à la gloire comme un vrai Romain !
{EMT_SHORT_VICTORY_ROMANS_JULII}		Votre victoire est digne d'un vrai Romain. Les Julii apprécient pleinement le spectacle de la déchéance des barbares gaulois, vaincus et réduits en esclavage ! Un tel triomphe mérite célébration !
{EMT_SHORT_VICTORY_ROMANS_SCIPII}		Votre victoire est belle et noble ! Vos ennemis d'Afrique, les perfides Numidiens et les Carthaginois ne seront que des parenthèses dans les livres d'histoires qui chanteront vos louanges !
{EMT_SHORT_VICTORY_BRITONS}			Votre victoire mérite célébration : commençons donc par boire un peu, avant de boire beaucoup ! Les Gaulois puants sont vaincus, et votre armée est plus forte que jamais ! Que la fête commence !
{EMT_SHORT_VICTORY_CARTHAGE}			Comme la victoire est douce ! Les Scipii, ces menteurs, ces manipulateurs, sont morts et enterrés, et ces barbares d'Espagnols ne vous poseront plus de problèmes. Vous pouvez savourer votre triomphe.
{EMT_SHORT_VICTORY_EGYPT}			Tout Pharaon serait heureux de remporter une telle victoire. La menace séleucide n'est plus, et le territoire égyptien est vaste comme jamais. C'est un jour glorieux : un jour de victoire sous votre règne !
{EMT_SHORT_VICTORY_GAULS}			Les Julii et leurs alliés au sénat de Rome ont été renversés. Les guerriers gaulois règnent sur une grande partie du monde connu, un exploit dû à votre sens tactique et à votre charisme. Célébrons donc votre succès !
{EMT_SHORT_VICTORY_GERMANS}			Grâce à vous, la victoire a souri aux Germains ! Les brutes daces et les cavaliers fanatiques de Scythie sont morts ou réduits en esclavage, et les Germains ont conquis de nouvelles terres !
{EMT_SHORT_VICTORY_GREEK_CITIES}		Les dieux vous ont souri, et la victoire vous appartient ! Les Macédoniens et les Thraces ont mordu la poussière, et l'heure est à la fête pour les braves citoyens de Grèce !
{EMT_SHORT_VICTORY_PARTHIA}			Victoire ! Les cavaliers parthes règnent sur un vaste territoire grâce à votre commandement déterminé. Mieux encore, les Séleucides et les Arméniens ont été exterminés ou réduits en esclavage !
{EMT_SHORT_VICTORY_SELEUCID}			Aujourd'hui est un jour de fête pour l'Empire séleucide, grâce à vos qualités de meneur d'hommes ! Mieux encore, les Egyptiens, ces iniques adorateurs de la mort, ont rejoint leurs ancêtres... Grand bien leur fasse !


{CHRISTIAN_LABEL}			Christianisme
{CHRISTIAN_ORDER}			Le Christianisme apaise les esprits dans cette communauté
{CHRISTIAN_UNREST}			Le Christianisme cause des troubles dans cette communauté
{ZOROASTRIAN_LABEL}			Zoroastrisme
{ZOROASTRIAN_ORDER}			Le zoroastrisme apaise les esprits dans cette communauté
{ZOROASTRIAN_UNREST}			Le zoroastrisme cause des troubles dans cette communauté
{PAGAN_LABEL}				Paganisme
{PAGAN_ORDER}				Le paganisme apaise les esprits dans cette communauté
{PAGAN_UNREST}				Le paganisme cause des troubles dans cette communauté

¬ Faction Descriptions - Label should be the faction's labes in caps appended with _DESCR

{ROMANS_JULII_DESCR}			Famille romaine Julii\nInfanterie légionnaire et troupes auxiliaires, cavalerie réduite
{ROMANS_BRUTII_DESCR}			Famille romaine Brutii\nInfanterie légionnaire et troupes auxiliaires, cavalerie réduite
{ROMANS_SCIPII_DESCR}			Famille romaine Scipii\nInfanterie légionnaire et troupes auxiliaires, cavalerie réduite
{ROMANS_SENATE_DESCR}			Sénat et peuple de Rome\nInfanterie légionnaire et troupes auxiliaires, cavalerie réduite
{MACEDON_DESCR}			Macédoniens\nHoplites et phalanges de piquiers longs ainsi qu’une cavalerie puissante
{EGYPT_DESCR}				Egyptiens\nBons piquiers et archers à pied ainsi qu’une cavalerie rapide et des chars
{SELEUCID_DESCR}			Séleucides\nSélection de phalanges puissantes, cavalerie lourde de cataphractes et éléphants
{CARTHAGE_DESCR}			Carthaginois\nSélection polyvalente de tous les types de troupes, ainsi que des éléphants puissants !
{PARTHIA_DESCR}			Parthes\nCavalerie, y compris archers montés et puissants cataphractes en armure ; infanterie faible
{PONTUS_DESCR}				Peuple du Pont\nArmée polyvalente d’infanterie légère, phalanges, cavalerie lourde et chars
{GAULS_DESCR}				Gaulois\nInfanterie de combat rapproché puissante, mais cavalerie très réduite
{GERMANS_DESCR}			Germains\nHacheurs et infanterie spécialisée ainsi qu’une section réduite de cavalerie
{BRITONS_DESCR}			Britons\nInfanterie de fanatiques barbares et chars rapides
{ARMENIA_DESCR}			Arméniens\nArchers montés comprenant des archers cataphractes en armure, mais peu de troupes d’infanterie
{DACIA_DESCR}				Daces\nInfanterie barbare de combat rapproché comprenant des faucheurs, mais cavalerie très réduite
{GREEK_CITIES_DESCR}			Grecs\nNombreuses phalanges de hoplites (dont Spartes) et tireurs, mais choix limité en cavalerie
{NUMIDIA_DESCR}			Numides\nInfanterie légère de désert et bonne cavalerie comprenant des experts chameliers
{SCYTHIA_DESCR}			Scythes\nCavaliers et archers d’élite, mais infanterie de mêlée presque inexistante
{SPAIN_DESCR}				Espagnols\nBon équilibre de barbares fanatiques et d’infanterie organisée avec quelques unités de cavalerie en soutien
{THRACE_DESCR}				Thraces\nBonne sélection de phalanges de hoplites et de spécialistes barbares du combat rapproché, mais cavalerie réduite
{SLAVE_DESCR}				Esclaves et rebelles\nGladiateurs et paysans bon marché (mais faibles)

{ALEMANNI_DESCR}			Alamans\nBon équilibre de troupes de type barbare, sans compter les guerriers héroïques !
{EMPIRE_EAST_DESCR}			Empire romain d'orient\nTroupes puissantes et bien équilibrées, peu d'unités médiocres
{EMPIRE_WEST_DESCR}			Empire romain d'occident\nBon équilibre de troupes d'infanterie, mais cavalerie plutôt réduite
{EMPIRE_EAST_REBELS_DESCR}		Rebelles de l'empire romain d'orient\nTroupes puissantes et bien équilibrées, peu d'unités médiocres
{EMPIRE_WEST_REBELS_DESCR}		Rebelles de l'empire romain d'occident\nBon équilibre de troupes d'infanterie, mais cavalerie plutôt réduite
{FRANKS_DESCR}				Tribus franques germaniques\nInfanterie et tireurs de bon niveau, mais sélection de cavaliers réduite
{HUNS_DESCR}				Huns\nArchers et cavaliers hors pairs, mais infanterie de soutien réduite
{SARMATIANS_DESCR}			Sarmates\nCavaliers et archers montés émérites, bonne infanterie de soutien
{SASSANIDS_DESCR}			Empire sassanide\nTroupes parfaitement équilibrées, comprenant entre autres des cataphractes et des éléphants
{SAXONS_DESCR}				Saxons\nInfanterie experte au combat rapproché, très faible palette de cavaliers
{VANDALS_DESCR}			Vandales\nBon éventail d'unités de tous types, mais une faiblesse notable dans l'équipement de siège
{GOTHS_DESCR}				Goths\nBon équilibre de cavaliers et d'unités d'infanterie, mais équipement de siège rudimentaire
{CELTS_DESCR}				Celtes\nUne combinaison un brin archaïque, mais efficace, de troupes légères
{WHITE_HUNS_DESCR}			Huns blancs\nArchers et cavaliers hors pairs, mais infanterie de soutien réduite
{OSTROGOTHS_DESCR}			Ostrogoths\nBon équilibre de cavaliers et d'unités d'infanterie, mais équipement de siège rudimentaire
{ROMANO_BRITISH_DESCR}		Britto-romains\nSélection réduite d'unités romaines, à laquelle s'ajoutent des troupes d'élite indigènes
{SLAVS_DESCR}				Slaves\nBon éventail d'unités de tous types, mais une faiblesse notable dans l'équipement de siège
{MOORS_DESCR}				Maures\nEventail réduit de guerriers du désert endurcis
{BERBERS_DESCR}			Berbères\nEventail réduit de guerriers du désert endurcis

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{LOMBARDI}					Lombards
{BURGUNDII}					Burgondes
{ROXOLANI}					Roxolans

{EMT_LOMBARDI_SPY}					Espion lombard
{EMT_LOMBARDI_ASSASSIN}					Assassin lombard
{EMT_LOMBARDI_DIPLOMAT}					Diplomate lombard
{EMT_LOMBARDI_ADMIRAL}					Flottille lombarde
{EMT_LOMBARDI_GENERAL}					Armée lombarde
{EMT_LOMBARDI_NAMED_CHARACTER}					Membre de la famille lombard
{EMT_BURGUNDII_SPY}					Espion burgonde
{EMT_BURGUNDII_ASSASSIN}					Assassin burgonde
{EMT_BURGUNDII_DIPLOMAT}					Diplomate burgonde
{EMT_BURGUNDII_ADMIRAL}					Flottille burgonde
{EMT_BURGUNDII_GENERAL}					Armée burgonde
{EMT_BURGUNDII_NAMED_CHARACTER}					Membre de la famille burgonde
{EMT_ROXOLANI_SPY}					Espion roxolan
{EMT_ROXOLANI_ASSASSIN}					Assassin roxolan
{EMT_ROXOLANI_DIPLOMAT}					Diplomate roxolan
{EMT_ROXOLANI_ADMIRAL}					Flottille roxolane
{EMT_ROXOLANI_GENERAL}					Armée roxolane
{EMT_ROXOLANI_NAMED_CHARACTER}					Membre de la famille roxolan

{LOMBARDI_DESCR}			Lombards\nBon équilibre de troupes de type barbare, sans compter les guerriers héroïques !
{BURGUNDII_DESCR}			Burgondes\nBon équilibre de troupes de type barbare, sans compter les guerriers héroïques !
{ROXOLANI_DESCR}			Roxolans\nCavaliers et archers montés émérites, bonne infanterie de soutien

{EMT_VICTORY_DESCR_LOMBARDI}			Vous avez triomphé ! Des rivages de la mer jusqu'aux plus hautes cimes, le dialecte germanique s'est substitué au latin comme la langue du pouvoir. Vous avez façonné le monde à votre propre image. Désormais, les peuples inférieurs se prosternent aux pieds d'un Lombard !
{EMT_VICTORY_DESCR_BURGUNDII}			Vous avez triomphé ! Des rivages de la mer jusqu'aux plus hautes cimes, le dialecte germanique s'est substitué au latin comme la langue du pouvoir. Vous avez façonné le monde à votre propre image. Désormais, les peuples inférieurs se prosternent aux pieds d'un Burgonde !
{EMT_VICTORY_DESCR_ROXOLANI}		Une épée, un bon cheval et la compagnie de valeureux guerriers roxolans sont les meilleurs atouts dont on puisse rêver. Ne vous ont-ils pas mené à la victoire ? Vous avez triomphé. 

{EMT_DEFEATED_BY_LOMBARDI}			Vous avez été vaincu par les Lombards, peuple redoutable s'il en est. Seront-ils d'aussi efficaces dirigeants qu'ils furent de valeureux adversaires ?
{EMT_DEFEATED_BY_BURGUNDII}			Vous avez été vaincu par les Burgondes, peuple redoutable s'il en est. Seront-ils d'aussi efficaces dirigeants qu'ils furent de valeureux adversaires ?
{EMT_DEFEATED_BY_ROXOLANI}			Les valeureux cavaliers roxolans sont venus à bout de vos armées. Ce furent d'honorables adversaires ; se révéleront-ils des conquérants magnanimes ? 

{EMT_YOUR_FORCES_AMBUSHED_ARMY_LOMBARDI}				Vos forces sont attaquées par surprise par une armée de Lombards
{EMT_YOUR_FORCES_AMBUSHED_ARMY_BURGUNDII}				Vos forces sont attaquées par surprise par une armée de Burgondes
{EMT_YOUR_FORCES_AMBUSHED_ARMY_ROXOLANI}				Vos forces sont attaquées par surprise par une armée de Roxolans

{EMT_YOUR_FORCES_ATTACKED_NAVY_LOMBARDI}				Vos forces sont attaquées par une flottille de Lombards
{EMT_YOUR_FORCES_ATTACKED_NAVY_BURGUNDII}				Vos forces sont attaquées par une flottille de Burgondes
