¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Romains
{SMT_MISSION_ASSIST_FACTION_SUCCESS}					Le sénat constate que vous avez suivi ses conseils et que vous avez envoyé des renforts à nos alliés dans la région. Veuillez laisser votre armée sous leur commandement pendant au moins 2 ans.
{SMT_MISSION_LEAVE_REGION_TITLE}					Quitter la région
{SMT_MISSION_LEAVE_REGION_PROPOSAL}					Le sénat vous demande de retirer cette armée. Elle s’est introduite sur les terres d’un ami de Rome. Si vous ne faites que passer sur ces terres, il vous faut d’abord obtenir un traité d’accès militaire. Si vous prévoyez d’attaquer, vous devriez renoncer à vos plans immédiatement.
{SMT_MISSION_LEAVE_REGION_EXPIRY}					Votre mépris flagrant de la politique du sénat est inquiétant et dangereux. Rome compte sur les grandes familles pour soutenir sa politique. Si chaque famille fait sa propre politique étrangère, le chaos guette.
{SMT_MISSION_LEAVE_REGION_FAILURE}					Le sénat estime qu’en ne tenant pas compte de ses conseils, vous allez au-devant de dangers. Il s’agissait pourtant d’une requête simple et votre refus d’obtempérer pourrait avoir de fâcheuses conséquences.
{SMT_MISSION_LEAVE_REGION_SUCCESS}					Le sénat constate que vous avez suivi ses conseils et que vous avez retiré l’armée intruse. N’oubliez pas qu’il vous faut obtenir un traité d’accès militaire avant de déplacer vos forces dans une région alliée.
{SMT_MISSION_EXACT_TRIBUTE_TITLE}					Exiger un tribut
{SMT_MISSION_EXACT_TRIBUTE_PROPOSAL}					Le sénat estime que cette faction doit reconnaître la supériorité de Rome. Il vous demande d’envoyer un diplomate pour exiger le versement régulier d’un tribut. Vous serez récompensé selon l’importance du tribut que vous obtiendrez.
{SMT_MISSION_EXACT_TRIBUTE_EXPIRY}					Il semble que la politique du sénat visant à remettre ces peuples à leur place en exigeant un tribut a été dépassée par les événements. La mission est annulée.
{SMT_MISSION_EXACT_TRIBUTE_FAILURE}					Le sénat constate votre incapacité à exiger un tribut de ces peuples et, en raison de leur intransigeance ou de votre manque d’initiative, nous vous tenons pour responsable de cet échec.
{SMT_MISSION_EXACT_TRIBUTE_SUCCESS}					Le sénat est heureux de constater que vous avez réussi à obtenir un tribut de cette faction. Les plans de Rome visant à les dominer se déroulent bien.
{SMT_MISSION_MAKE_SUBMIT_TITLE}						Obtenir la capitulation
{SMT_MISSION_MAKE_SUBMIT_PROPOSAL}					Le sénat estime que cette faction a été suffisamment affaiblie pour pouvoir envisager une capitulation forcée. Envoyez un diplomate et exigez que la faction devienne un protectorat sous commandement romain.
{SMT_MISSION_MAKE_SUBMIT_EXPIRY}					Le sénat constate que les événements vous ont empêché de mener à bien votre mission visant à obtenir la capitulation de cette faction afin qu’elle devienne un protectorat. La mission est annulée.
{SMT_MISSION_MAKE_SUBMIT_FAILURE}					Le sénat constate que vous n’avez pas réussi à obtenir la capitulation. Pour obtenir le résultat escompté, la prochaine fois, vous devriez associer une mission diplomatique à une pression militaire encore plus importante.
{SMT_MISSION_MAKE_SUBMIT_SUCCESS}					Le sénat vous félicite d’avoir persuadé ce peuple d'être devenu un protectorat romain. Vous nous avez épargné beaucoup de temps et d’efforts et les tributs obtenus serviront à la construction de l’Empire.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_TITLE}				Négocier le retour de l’Aigle
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_PROPOSAL}				Le sénat aimerait envoyer un diplomate pour négocier le retour de l’Aigle de la légion détenu par cette faction. Une légion qui perd un Aigle est submergée de honte il semble y avoir peu d’espoir de le récupérer par des moyens militaires.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_EXPIRY}				Il semble que les événements ont anéanti la mission diplomatique visant à récupérer l’Aigle perdu. La mission est annulée.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_FAILURE}				Le sénat constate que vous n’avez pas réussi à négocier le retour de l’Aigle perdu. Cet échec s’ajoute à la honte qui s’est abattue sur votre maison lorsque vous l’avez perdu.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_SUCCESS}				Le sénat constate que vous réussi à négocier le retour de votre Aigle perdu. Cela estompe quelque peu la tache souillant la réputation de votre maison suite à la perte de cette enseigne. Prenez garde à ne pas en perdre une autre.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_TITLE}				Négocier la cession de la communauté
{SMT_MISSION_NEGOTIATE_SETTLEMENT_PROPOSAL}				Le sénat estime qu’il est possible de persuader les propriétaires actuels de céder cette communauté en échange d’une nouvelle moins importante à nos yeux. Envoyez un diplomate et essayez d’obtenir qu’ils cèdent la communauté.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_EXPIRY}				Il semble que votre mission diplomatique visant à obtenir la cession de cette communauté n’est plus très justifiée. La mission est annulée.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_FAILURE}				Le sénat constate que vous n’avez pas réussi à obtenir la cession de cette communauté. La force militaire réussira peut-être là où la diplomatie a échoué.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_SUCCESS}				Félicitations pour le succès de votre mission diplomatique. Le sénat espère que le prix à payer pour obtenir cette communauté n’a pas été trop important.
{SMT_MISSION_GET_MAP_INFO_TITLE}					Obtenir des infos cartographiques
{SMT_MISSION_GET_MAP_INFO_PROPOSAL}					Le sénat vous demande d’envoyer un diplomate dans cette faction pour négocier un traité en vue d’obtenir des infos cartographiques pour d’étendre la connaissance du monde de Rome.
{SMT_MISSION_GET_MAP_INFO_EXPIRY}					Cette mission a été annulée car la faction concernée a été détruite.
{SMT_MISSION_GET_MAP_INFO_FAILURE}					Le sénat n’apprécie pas que vous ayez échoué dans cette mission.
{SMT_MISSION_GET_MAP_INFO_SUCCESS}					Le sénat vous remercie d’avoir réussi à obtenir les infos cartographiques demandées.
{SMT_MISSION_GET_TRADING_RIGHTS_TITLE}					Obtenir un accord commercial
{SMT_MISSION_GET_TRADING_RIGHTS_PROPOSAL}				Le sénat vous demande d’envoyer un diplomate dans cette faction pour négocier un traité visant à obtenir des droits commerciaux pour Rome.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY}					Cette mission a été annulée car la faction concernée a été détruite.
{SMT_MISSION_GET_TRADING_RIGHTS_FAILURE}				Le sénat n’apprécie pas que vous ayez échoué dans cette mission.
{SMT_MISSION_GET_TRADING_RIGHTS_SUCCESS}				Le sénat vous remercie d’avoir réussi à obtenir l’accord commercial demandé.
{SMT_MISSION_APPEASE_FACTION_TITLE}					Apaiser la faction
{SMT_MISSION_APPEASE_FACTION_PROPOSAL}					Le sénat vous demande d’envoyer un diplomate dans cette faction pour qu’elle accepte de ne pas attaquer. Offrez-leur un tribut ou toute autre chose qui vous semblera raisonnable. A court terme, cette mesure est très importante.
{SMT_MISSION_APPEASE_FACTION_EXPIRY}					Cette mission ne se justifie plus et a été annulée.
{SMT_MISSION_APPEASE_FACTION_FAILURE}					Le sénat n’apprécie pas que vous ayez échoué dans cette mission.
{SMT_MISSION_APPEASE_FACTION_SUCCESS}					Le sénat vous remercie d’avoir réussi à obtenir l’accord demandé.
{SMT_MISSION_PROVOKE_ATTACK_TITLE}					Provoquer l’attaque
{SMT_MISSION_PROVOKE_ATTACK_PROPOSAL}					Le sénat vous demande d’envoyer un diplomate dans cette faction et de voir si vous pouvez les provoquer afin qu’ils nous attaquent. Rome souhaite être en guerre mais ne veut pas passer pour l’agresseur.
{SMT_MISSION_PROVOKE_ATTACK_EXPIRY}					Cette mission ne se justifie plus et a été annulée.
{SMT_MISSION_PROVOKE_ATTACK_FAILURE}					Le sénat constate que vos efforts visant à provoquer une attaque ont échoué mais vous remercie de votre travail.
{SMT_MISSION_PROVOKE_ATTACK_SUCCESS}					Le sénat vous remercie d’avoir réussi à ce qu’ils déclenchent les hostilités à notre place.
{SMT_MISSION_PEACE_TALKS_TITLE}						Pourparlers de paix
{SMT_MISSION_PEACE_TALKS_PROPOSAL}					Le sénat vous demande d’envoyer un diplomate dans cette faction pour tenter d’améliorer nos relations. Aucun résultat particulier n’est attendu ; le fait d’envoyer le diplomate est suffisant pour une première étape.
{SMT_MISSION_PEACE_TALKS_EXPIRY}					Cette mission ne se justifie plus et a été annulée.
{SMT_MISSION_PEACE_TALKS_FAILURE}					Le sénat constate que vous n’avez pas réussi à établir des contacts diplomatiques avec cette faction.
{SMT_MISSION_PEACE_TALKS_SUCCESS}					Le sénat vous remercie pour vos efforts visant à améliorer nos relations avec cette faction.
{SMT_MISSION_BLOCKADE_TITLE}						Blocus du port
{SMT_MISSION_BLOCKADE_PROPOSAL}						Le sénat vous demande d’envoyer une flotte pour faire le blocus de ce port. Cela augmentera la pression pesant sur cette faction en supprimant leur revenu.
{SMT_MISSION_BLOCKADE_EXPIRY}						Votre mission visant à faire le blocus de ce port ne se justifie plus et a été annulée.
{SMT_MISSION_BLOCKADE_FAILURE}						Le sénat constate que vous n’avez pas réussi à faire le blocus de ce port comme il vous l’avait été demandé. Cela renforce l’ennemi au détriment de Rome.
{SMT_MISSION_BLOCKADE_SUCCESS}						Le sénat constate que le blocus demandé est désormais en place. Veuillez le laisser en place pendant au moins 2 ans.
{SMT_MISSION_INCITE_UNREST_TITLE}					Inciter au trouble
{SMT_MISSION_INCITE_UNREST_PROPOSAL}					Le sénat voit une occasion de créer des problèmes à un ennemi de Rome en semant le trouble dans cette communauté. Envoyez un espion et tentez de provoquer une rébellion.
{SMT_MISSION_INCITE_UNREST_EXPIRY}					Les événements ont dépassé votre mission visant à provoquer une rébellion dans cette communauté. La mission est annulée.
{SMT_MISSION_INCITE_UNREST_FAILURE}					Le sénat a attendu la rébellion prévue dans cette communauté et rien ne s’est produit. Cela est considéré comme un échec de votre part.
{SMT_MISSION_INCITE_UNREST_SUCCESS}					La rébellion au sein de cette communauté est une bonne nouvelle. Votre intervention discrète est tout à votre honneur.
{SMT_MISSION_EXTERMINATE_CITY_TITLE}					Exterminer la communauté
{SMT_MISSION_EXTERMINATE_CITY_PROPOSAL}					Le sénat vous demande de vous emparer de cette communauté et d’en exterminer la population.
{SMT_MISSION_EXTERMINATE_CITY_EXPIRY}					Le sénat n’a plus besoin que vous preniez cette communauté.
{SMT_MISSION_EXTERMINATE_CITY_FAILURE}					Le sénat a le regret de constater que vous avez échoué dans cette mission.
{SMT_MISSION_EXTERMINATE_CITY_SUCCESS}					Le sénat est heureux que cette mission ait été couronnée de succès.
{SMT_MISSION_ENSLAVE_CITY_TITLE}					Asservir la communauté
{SMT_MISSION_ENSLAVE_CITY_PROPOSAL}					Le sénat vous demande de vous emparer de cette communauté et d’asservir la population.
{SMT_MISSION_ENSLAVE_CITY_EXPIRY}					Le sénat n’a plus besoin que vous preniez cette communauté.
{SMT_MISSION_ENSLAVE_CITY_FAILURE}					Le sénat a le regret de constater que vous avez échoué dans cette mission.
{SMT_MISSION_ENSLAVE_CITY_SUCCESS}					Le sénat est heureux que cette mission ait été couronnée de succès.
{SMT_STATE_ICON_RESOURCES}						Activité minière
{SMT_AUTOMANAGE_SETTLEMENT}						Autogestion de cette communauté
{SMT_CANNOT_RECRUIT_WHILST_IN_BATTLE}				Il est impossible de recruter lorsqu’une bataille est engagée
{SMT_VICTORY_CONDITION_IMPERATOR_TITLE}				Imperator :
{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}				devenez le maître suprême de Rome
{SMT_VICTORY_CONDITION_LAND_OWNER_TITLE}				Domination :
{SMT_VICTORY_CONDITION_LAND_OWNER_DESCR}				capturez %d régions supplémentaires
{SMT_VICTORY_CONDITION_TYCOON_TITLE}				Magnat :
{SMT_VICTORY_CONDITION_TYCOON_DESCR}				développez votre empire de telle sorte que %d deniers soient générés à chaque tour
{SMT_VICTORY_CONDITION_TIME_LIMIT_TITLE}				Contre la montre :
{SMT_VICTORY_CONDITION_TIME_LIMIT_DESCR}				Devenez la faction la plus puissante en %d tour(s)
{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_TITLE}			Survivant :
{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}			survivez plus longtemps que les factions suivantes :
{SMT_CAMPAIGN_VICTORY_CONDITIONS}					Condition de victoire
{SMT_CAMPAIGN_VICTORY_CONDITIONS_COMPLETE}			Réussi

{SMT_CAPABILITY_POPULATION_GROWTH_BONUS}		Bonus de croissance démographique :
{SMT_CAPABILITY_POPULATION_LOYALTY_BONUS}		Bonus d’ordre public :
{SMT_CAPABILITY_POPULATION_HEALTH_BONUS}		Bonus de santé publique :
{SMT_CAPABILITY_TRADE_BASE_INCOME_BONUS}		Augmentation des biens commercialisables
{SMT_CAPABILITY_TRADE_LEVEL_BONUS}			Augmentation du commerce
{SMT_CAPABILITY_TRADE_FLEET}				Flottes marchandes disponibles :
{SMT_CAPABILITY_TAXABLE_INCOME_BONUS}		Bonus de recette des impôts :
{SMT_CAPABILITY_MINE_RESOURCE}			Revenus miniers :
{SMT_CAPABILITY_FARMING_LEVEL}			Fermes et production alimentaire améliorées
{SMT_CAPABILITY_ROAD_LEVEL}				Routes et commerce améliorés
{SMT_CAPABILITY_GATE_STRENGTH}			Résistance des portes améliorée
{SMT_CAPABILITY_GATE_DEFENSES}			Défenses supplémentaires des portes
{SMT_CAPABILITY_TOWER_LEVEL}				Défenses supplémentaires des murs
{SMT_CAPABILITY_ARMOUR}					Evolutions des armures : 
{SMT_CAPABILITY_STAGE_GAMES}				Permet aux combats de gladiateurs d’avoir lieu
{SMT_CAPABILITY_STAGE_RACES}				Permet aux courses d’avoir lieu
{SMT_CAPABILITY_POPULATION_FIRE_RISK_BONUS}	Diminution des risques d’incendie
{SMT_CAPABILITY_WEAPON_SIMPLE}			Evolutions des armes de mêlée :
{SMT_CAPABILITY_WEAPON_MISSILE}			Evolutions des armes de tir :
{SMT_CAPABILITY_WEAPON_BLADED}			Evolutions des armes à lame :
{SMT_CAPABILITY_WEAPON_SIEGE}				Evolutions des armes de siège :
{SMT_CAPABILITY_WEAPON_OTHER}				<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_BODYGUARD}				Gardes du corps du général améliorés
{SMT_CAPABILITY_RECRUITS_MORALE_BONUS}		Bonus de moral aux troupes formées ici :
{SMT_CAPABILITY_RECRUITS_EXPERIENCE_BONUS}	Bonus d’expérience aux troupes formées ici :
{SMT_CAPABILITY_HAPPINESS_BONUS}			Bonus d’ordre public en raison du bonheur de la population :
{SMT_CAPABILITY_LAW_BONUS}				Bonus d’ordre public en raison de la loi :
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_MILITARY}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_RELIGIOUS}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_DEFENSIVE}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_OTHER}		<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_MILITARY}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_RELIGIOUS}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_DEFENSIVE}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_OTHER}		<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPS_LOC_TRAINS}						Permet la formation de :
{SMT_CAPS_LOC_RECRUITS}						Permet le recrutement de :
{SMT_CAPS_LOC_PROVIDES}						Fournit :
{SMT_ENEMY_AMBUSH_FAILED}					Leur tentative visant à vous surprendre a échoué, vous disposez donc de temps pour vous préparer à la bataille
{SMT_ENEMY_AMBUSH_SUCCESS}					Vous avez été pris par surprise et vous n’avez pas le temps de vous préparer pour l’attaque
{SMT_YOUR_AMBUSH_FAILED}					L’embuscade s’est soldée par un échec et l’ennemi aura du temps pour se préparer à la bataille
{SMT_YOUR_AMBUSH_SUCCESS}					L’ennemi n’était pas informé de l’attaque et n’aura pas le temps de se préparer
{SMT_NO_UNITS_IN_NAVY}					Il n’y a aucune unité dans cette flotille
{SMT_NO_UNITS_IN_ARMY}					Il n’y a aucune unité dans cette armée
{SMT_NO_CHARACTERS_WITH_NAVY}				Aucun personnage ne voyage avec cette flotille
{SMT_NO_CHARACTERS_WITH_ARMY}				Aucun personnage ne voyage avec cette armée
{SMT_NO_UNITS_TRANSPORTED}				Aucune unité n’est transportée sur cette flotille
{SMT_NO_UNITS_IN_GARRISON}				Aucune unité n’est en garnison ici
{SMT_NO_BUILDINGS_IN_SETTLEMENT}			Il n’y a aucune construction ici
{SMT_NO_VISITORS_IN_SETTLEMENT}			Cette communauté n’a aucun visiteur
{SMT_NO_VISITORS_IN_FORT}				Ce fort n’a aucun visiteur
{SMT_STATE_ICON_UNIT_RECRUITS}			Population incorporée
{SMT_STATE_ICON_GOVERNORS_INFLUENCE}		Influence du gouverneur
{SMT_LAND_IMPORTS}					Importations (commerce terrestre)
{SMT_RETAINERS}							Personnages secondaires
{SMT_RETAINERS_UNKNOWN}					Personnages secondaires inconnus
{SMT_TRAITS_UKNOWN}					Caractéristiques inconnues

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 21/04/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DIED}							Mort :
{SMT_NO_BUILDING_IN_NEED_OF_REPAIR}			Aucun bâtiment n’a besoin d’être réparé.
{SMT_NO_UNITS_NEED_RETRAINING}				Aucune unité n’a besoin d’être re-formée.
{SMT_VICES}						Traits de caractère
{SMT_SHOW_VNV_DETAILS}				Voir les traits de caractère du personnage
{SMT_SHOW_VISITORS_FORT}				Voir les personnages en visite dans ce fort
{SMT_END_SIEGE}						Lever le siège 
{SMT_DECLINE_MISSION}					Refuser la mission
{SMT_EXIT_CAMPAIGN}					Retour au menu principal
{SMT_SELECT_UNIT_TO_REPAIR}				Sélectionner l’unité à re-former
{SMT_SENATE_OFFICE_QUAESTOR_DESCRIPTION}		Magistrat de faible rang chargé de la gestion du trésor. La charge de questeur est un passage obligatoire pour tout homme désireux de faire une carrière politique à Rome.
{SMT_SENATE_OFFICE_AEDILE_DESCRIPTION}			Magistrat chargé de faire régner l'ordre dans les rues, les temples et les quartiers d'une ville, et de distribuer la cura annonae, la sacro-sainte ration de blé.
{SMT_SENATE_OFFICE_PRAETOR_DESCRIPTION}		Magistrat chargé de faire appliquer la loi, en particulier la ius civile (la loi civile, par opposition à la loi criminelle) et la ius gentium (le corpus de lois s'appliquant aux étrangers). 
{SMT_SENATE_OFFICE_CONSUL_DESCRIPTION}			Position suprême synonyme de pouvoir et d’honneur, la charge de Consul donne autorité sur les magistrats et l’armée, et assure le dernier mot dans l’élaboration des lois. Dans les faits, le Consul dispose pendant son mandat des mêmes pouvoirs qu'un roi. 
{SMT_SENATE_OFFICE_CENSOR_DESCRIPTION}			Chargé du recensement, le censeur joue un rôle important, car c’est lui qui décide d'accorder ou non la citoyenneté romaine ou le titre de sénateur. 
{SMT_SENATE_OFFICE_PONTIFEX_MAXIMUS_DESCRIPTION}	Le grand pontife est le chef de file de la religion romaine, et contrôle l'ensemble des collèges religieux de Rome, y compris celui des Vestales. Il dispose d’un contrôle absolu sur la doctrine et il est au-desssus des lois et du sénat.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 13/05/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_MISSION_APPEASE_FACTION_EXPIRY_DESTROYED}		Cette faction a été détruite.  Il ne vous est donc plus nécessaire de chercher à les apaiser.
{SMT_MISSION_ASSIST_FACTION_EXPIRY_DESTROYED}		Cette faction a été détruite.  Il ne vous est donc plus nécessaire de chercher à les aider.
{SMT_MISSION_ATTACK_OUTLAW_FACTION_EXPIRY_DESTROYED}	Les hors-la-loi ont été détruits.  Il ne vous est donc plus nécessaire de les poursuivre.
{SMT_MISSION_BREAK_ALLIANCE_EXPIRY_DESTROYED}		Cette faction a été détruite.  Cette mission n’est donc plus d’actualité.
{SMT_MISSION_PEACE_TALKS_EXPIRY_DESTROYED}		Cette faction a été détruite.  Cette mission n’est donc plus d’actualité.
{SMT_MISSION_CEASE_HOSTILITIES_EXPIRY_DESTROYED}	Nos alliés ont été détruits.  Cette mission n’est donc plus utile.
{SMT_MISSION_DECLARE_WAR_EXPIRY_DESTROYED}		Nos ennemis ont été détruits.  Cette mission n’est donc plus d’actualité.
{SMT_MISSION_EXACT_TRIBUTE_EXPIRY_DESTROYED}		Cette faction a été détruite.  Vous ne pouvez donc pas exiger d’eux un tribut.   Cette mission n’est plus utile.
{SMT_MISSION_GET_MAP_INFO_EXPIRY}			Cette mission a été annulée.
{SMT_MISSION_GET_MAP_INFO_EXPIRY_DESTROYED}		Cette faction a été détruite.  Cette mission n’est donc plus d’actualité.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY}			Cette mission a été annulée.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY_DESTROYED}	Cette faction a été détruite.  Cette mission n’est donc plus d’actualité.
{SMT_MISSION_MAKE_SUBMIT_EXPIRY_DESTROYED}		Cette faction a été détruite.  Cette mission n’est donc plus d’actualité.
{SMT_CAPABILITY_WEAPON_SIMPLE}			Evolutions des armes légères :
{SMT_CAPABILITY_WEAPON_BLADED}			Evolutions des armes lourdes :
{SMT_ARMY_UPKEEP}						Frais d’entretien de l’armée
{SMT_STATE_ICON_ENTERTAINED}				Distractions
{SMT_ASSISTANCE_REQUESTED_AGAINST}				Aide demandée contre : 
{SMT_ASSISTANCE_PROVIDED_AGAINST}				Aide fournie contre : 
{SMT_GIVE}							Donner : 
{SMT_PENALTY_CENSOR_IS_PLAYER_FACTION}			Vous avez des amis haut placés.  Le censeur semble vous apprécier.  Votre famille et vos amis passent pour des citoyens modèles.
{SMT_PENALTY_QUAESTOR_IS_PLAYER_FACTION}		Vous avez des amis haut placés.  Le questeur semble vous apprécier.  Vos finances sont apparemment en ordre.
{SMT_CANNOT_SET_NAVAL_RALLY_POINT_WITH_NO_PORT}	Impossible de définir un point de ralliement naval en l’absence de bâtiments portuaires dans la communauté sélectionnée
{SMT_DIED_IN_BATTLE_TITLE}					Mort au combat
{SMT_DIED_IN_BATTLE_DESCRIPTION}				Cet homme, mort au combat, est parti rejoindre nos illustres ancêtres dans l’au-delà.
{SMT_CAPITAL}					Capitale :
{SMT_SHOW_VISITORS}				Afficher les personnages de passage dans la communauté
{SMT_SHOW_TRAVELLING_CHARACTERS}		Afficher les personnages voyageant avec l’armée
{SMT_SHOW_TRAVELLING_CHARACTERS_NAVY}	Afficher les personnages voyageant avec la flottille
{SMT_RCLICK_SHOW_CHARACTERS}			Faire un clic droit sur cet onglet pour afficher la liste de vos personnages
{SMT_CHARACTERS}					Personnages
{SMT_WHICH_ALLY}					Armée alliée :
{SMT_WHICH_ARMY_REQUESTED}			Aide demandée à :
{SMT_CAPTURED_SETTLEMENT}			Communauté capturée :
{SMT_DENARI_GAINED_FROM_LOOTING}		Deniers obtenus par le pillage :
{SMT_POPULATION_GAINED_FROM_ENSLAVE}	Population à répartir parmi les communautés gouvernées :
{SMT_POPULATION_KILLED}				Population à massacrer :
{SMT_CURRENTLY_BUILDING}			En cours de construction :
{SMT_DAMAGE}					Dégâts :
{SMT_REPAIR_TIME}					Temps de réparation :
{SMT_REPAIR_COST}					Coût de réparation :
{SMT_AGE}						Age :
{SMT_ANCILLARIES}					Suite
{SMT_RETAINERS}						Suite
{SMT_RETAINERS_UNKNOWN}					Suite inconnue
{SMT_BREAK_SIEGE_CONFIRMATION}		Ce personnage prend part à un siège. Si vous le déplacez, le siège sera automatiquement levé.  Etes-vous sûr de vouloir faire ceci ?
{SMT_NO_MORE_OFFERS_ALLOWED}			Plus d’offres possibles
{SMT_NO_MORE_DEMANDS_ALLOWED}			Plus de demandes possibles

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 03/06/2004 16:48:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_UNITS}					Unités
{SMT_SIEGE_EQUIPMENT}			Engins de siège

{SMT_BREAK_SIEGE_CONFIRMATION}		Cette armée prend part à un siège. Si vous la déplacez, le siège sera automatiquement levé.  Etes-vous sûr de vouloir faire cela ?

{SMT_MISSION_MAKE_ALLIANCE_TITLE}					Passer une alliance
{SMT_MISSION_MAKE_ALLIANCE_PROPOSAL}					Le sénat vous demande d’envoyer un diplomate dans cette faction pour passer une alliance avec eux.
{SMT_MISSION_MAKE_ALLIANCE_EXPIRY}					Cette mission ne se justifie plus et a été annulée.
{SMT_MISSION_MAKE_ALLIANCE_EXPIRY_DESTROYED}				Cette faction a été détruite.  Il ne vous est donc plus nécessaire de chercher à vous allier avec eux.
{SMT_MISSION_MAKE_ALLIANCE_FAILURE}					Le sénat est peiné par votre échec dans cette mission.
{SMT_MISSION_MAKE_ALLIANCE_SUCCESS}					Le sénat vous remercie d’avoir réussi d'avoir contracté une alliance avec cette faction.
{SMT_MISSION_GIVE_CASH_TITLE}						Aide financière
{SMT_MISSION_GIVE_CASH_PROPOSAL}					Nos amis ont besoin d'une aide financière de notre part. Le sénat vous demande de verser un dixième de votre revenu annuel à cette faction.
{SMT_MISSION_GIVE_CASH_EXPIRY}						Cette mission ne se justifie plus et a été annulée.
{SMT_MISSION_GIVE_CASH_EXPIRY_DESTROYED}				Cette faction a été détruite.  Il ne vous est donc plus nécessaire de leur fournir des fonds..
{SMT_MISSION_GIVE_CASH_FAILURE}						Le sénat n’apprécie pas que vous ayez échoué dans cette mission.
{SMT_MISSION_GIVE_CASH_FAILURE_CHEAPSKATE}				Vous deviez faire un versement équivalent à au moins un dixième de votre revenu annuel. Le sénat n’apprécie pas que vous n'ayez pas rempli l'objectif qui vous était assigné.
{SMT_MISSION_GIVE_CASH_SUCCESS}						Le sénat vous remercie pour votre généreuse donation.
{SMT_ASS_EXTERMINATE}							Cette faction est sur le déclin : la guerre sape le moral de son peuple et détruit ses armées. Le sénat pense que cette faction mérite la mort ! Passez cette race de chiens galeux au fil de l'épée !
{SMT_ASS_ENSLAVE}							Sous la férule romaine, ce peuple pourrait nous fournir de nombreux esclaves. Qui aime bien châtie bien. Matez ces communautés et apportez-leur les bienfaits de la civilisation romaine.
{SMT_ASS_MAKE_SUBMIT}							Bien que faible politiquement, cette faction possède encore une certaine puissance militaire. Une guerre pourrait s'avèrer longue, coûteuse, et en fin de compte inutile : il serait bien plus judicieux de leur offrir le statut de protectorat, et de les intégrer à la civilisation romaine.
{SMT_ASS_COVERT_OPS_ASS}						Ce peuple devrait être saigné à blanc avant que nous ne l'attaquions. Nos objectifs prioritaires doivent être l'élimination de leurs chefs militaires et le sabotage des points stratégiques de leur système de défense. N'envoyons pas de troupes dans un conflit avant qu'il ne soit commencé.
