¬Strings that use a base enumeration and add to it with a faction index to attain the proper string
¬ alemanni, empire_east, empire_west, empire_east_rebels, empire_west_rebels, franks, huns, sarmatians, sassanids, saxons, vandals, goths, 
¬ white_huns, ostrogoths, romano_british, slavs, celts, slave

¬ Faction Names
{ROMANS_JULII}					Los Julios
{EMT_VICTORY_PARTHIA}			Han vencido los partos.
{EMT_VICTORY_PONTUS}			Han vencido los pónticos.
{EMT_VICTORY_GAULS}			Han vencido los galos.
{EMT_VICTORY_GERMANS}			Han vencido los germanos.
{EMT_VICTORY_BRITONS}			Han vencido los britanos.
{EMT_VICTORY_ARMENIA}			Han vencido los armenios.
{EMT_VICTORY_DACIA}			Han vencido los dacios.
{EMT_VICTORY_GREEK_CITIES}		Han vencido los griegos.
{EMT_VICTORY_NUMIDIA}			Han vencido los númidas.
{EMT_VICTORY_SCYTHIA}			Han vencido los escitas.
{EMT_VICTORY_SPAIN}			Han vencido los hispanos.
{EMT_VICTORY_THRACE}			Han vencido los tracios.
{EMT_VICTORY_ALEMANNI}			Han vencido los alamanes.
{EMT_VICTORY_EMPIRE_EAST}		Ha vencido el imperio de oriente.
{EMT_VICTORY_EMPIRE_WEST}		Ha vencido el imperio de occidente.
{EMT_VICTORY_EMPIRE_EAST_REBELS}	Han vencido los rebeldes del imperio de oriente.
{EMT_VICTORY_EMPIRE_WEST_REBELS}	Han vencido los rebeldes del imperio de occidente.
{EMT_VICTORY_FRANKS}			Han vencido los francos.
{EMT_VICTORY_HUNS}			Han vencido los hunos.
{EMT_VICTORY_SARMATIANS}		Han vencido los sármatas.
{EMT_VICTORY_SASSANIDS}		Han vencido los sasánidas.
{EMT_VICTORY_SAXONS}			Han vencido los sajones.
{EMT_VICTORY_VANDALS}			Han vencido los vándalos.
{EMT_VICTORY_GOTHS}			Han vencido los godos.
{EMT_VICTORY_WHITE_HUNS}		Han vencido los hunos blancos.
{EMT_VICTORY_OSTROGOTHS}		Han vencido los ostrogodos.
{EMT_VICTORY_ROMANO_BRITISH}		Han vencido los britanorromanos.
{EMT_VICTORY_SLAVS}			Han vencido los eslavos.
{EMT_VICTORY_SLAVE}			Han vencido los rebeldes.
{EMT_VICTORY_BERBERS}			Han vencido los bereberes.
{EMT_VICTORY_MOORS}			Han vencido los sarracenos.
{EMT_VICTORY_CELTS}			Han vencido los celtas.

{EMT_VICTORY_DESCR_ROMANS_BRUTII}		¡Roma está a salvo bajo el gobierno de los Brutos! Bajo tu fuerte liderazgo se ha cumplido todo lo que se había prometido. ¡Ahora, el puño de los Brutos blande la espada! ¡La mano de los Brutos maneja ahora la vara que lleva la ley al mundo! Los Brutos han luchado por esto muchos años, ¡y ahora se ha alcanzado la victoria!
{EMT_VICTORY_DESCR_ROMANS_JULII}		¡Saboreemos este momento! Roma y el Imperio (el mundo, de hecho), yacen a tus pies, ¡y el Pueblo de Roma te adora! Ya no necesitas seguir preocupándote por las viejas del Senado. Tus enemigos son débiles, están confundidos y han recibido un gran golpe. Victoria: ¡disfruta de los beneficios del poder que te has ganado!
{EMT_VICTORY_DESCR_ROMANS_SCIPII}		¡La gran familia de los Escipiones ha sido bendecida por los dioses y por tu inspirado liderazgo! La victoria es dulce, y todos los romanos pueden dormir tranquilos sabiendo que nosotros gobernamos el Imperio y los protegemos de todos los enemigos. ¡Los ejércitos romanos, de los Escipiones, controlan ahora un imperio que abarca el mundo entero! ¡La victoria es tuya!
{EMT_VICTORY_DESCR_BRITONS}			¡La victoria es tuya! El mundo romano es historia, y ahora nuestros guerreros dominan las tierras entre naciente y poniente. ¡Los druidas cantan a nuestros dioses antiguos por todo el mundo! Éste es un momento para saborearlo, ¡un momento para alzar la copa de la victoria y darle un buen trago!
{EMT_VICTORY_DESCR_CARTHAGE}			¡El mundo es tuyo, así como la victoria! ¡Ninguna otra potencia puede amenazar la grandeza que Cartago ha alcanzado bajo tu inspirado y provechoso liderazgo! Hoy es un día de celebración, ¡un día para pensar en cómo será el mundo bajo sus nuevos señores cartagineses!
{EMT_VICTORY_DESCR_EGYPT}			¡La victoria es tuya! Todos tus enemigos han desaparecido en las sombras o el viento del desierto los ha reducido a polvo. ¡Faraones aún por nacer adoptarán tu nombre como reconocimiento por lograr llevar a los egipcios hasta semejante grandeza!
{EMT_VICTORY_DESCR_GAULS}			¡El coraje de los galos y tu valiente liderazgo han permitido la victoria! Celebremos tu logro, y contemplemos hasta dónde llega el imperio galo: una maravilla del mundo en todo su esplendor. ¡El resto de los pueblos no pueden sino desesperar y temer tu poder!
{EMT_VICTORY_DESCR_GERMANS}			¡Has sacado al valiente pueblo germano de sus bosques oscuros y lo has dirigido hacia las soleadas tierras de la victoria! El mundo es tuyo, y los pueblos menos importantes sienten pánico cuando se acercan nuestros ejércitos. Ésta es una victoria... ¡para un pueblo bárbaro! 
{EMT_VICTORY_DESCR_GREEK_CITIES}		¡La civilización ha llegado a todos los rincones del mundo! Los griegos gobiernan sabiamente en numerosas tierras, ¡y esto es la victoria! Mejor aún, ¡es una victoria alcanzada bajo tu brillante y diligente liderazgo! ¡Sin duda, los dioses del Olimpo te han bendecido con unos poderes de mando milagrosos!
{EMT_VICTORY_DESCR_PARTHIA}			Partia es ahora un imperio, no un mero reino ignorado y tratado con desprecio por otros. Tus grandiosas habilidades de mando han llevado a los ejércitos partos a la victoria, y colocado el estandarte de Partia en las murallas de muchos pueblos y ciudades. ¡El mundo es ahora nuestro juguete!
{EMT_VICTORY_DESCR_SELEUCID}			El imperio seléucida es ahora la mayor potencia del mundo, ¡invulnerable a cualquier amenaza externa! Tus capacidades de mando y liderazgo han permitido alcanzar esta victoria a los seléucidas, ¡y en cada pueblo y ciudad debería erigirse una estatua en tu honor! ¡Los mismos dioses lo contemplan con envidia!

{EMT_VICTORY_DESCR_ALEMANNI}			Has ganado, y es germano y no latín el idioma que se habla desde la orilla de los mares hasta la cumbre más alta. El mundo se ha reorganizado para adaptarse a tus fines, ¡y ahora un gobernante alamán tiene bajo su dominio a todos los pueblos menores!
{EMT_VICTORY_DESCR_EMPIRE_EAST}		El imperio romano ha sido renovado. Desde el reluciente mar hasta la cumbre más alta, Dios ha concedido la victoria a las legiones y ha mantenido a raya a las tinieblas bárbaras. ¡El acero, la virtud y el valor romanos se han impuesto a toda adversidad! 
{EMT_VICTORY_DESCR_EMPIRE_WEST}		¡El imperio romano ha triunfado! El legado del César ha sido renovado, y ahora las legiones montan guardia ante un pueblo unido. Los bárbaros han sido expulsados ¡y una nueva era se abre ante ti como gobernante del mundo conocido!
{EMT_VICTORY_DESCR_EMPIRE_EAST_REBELS}	¡El "orden natural" ha sido depuesto y te has hecho con la victoria! Un nuevo imperio romano surge de las cenizas del antiguo y, justo a tiempo, trae una nueva era de paz y prosperidad bajo tu iluminado liderazgo. 
{EMT_VICTORY_DESCR_EMPIRE_WEST_REBELS}	Roma ha caído para ser sustituida por una nueva, ¡una Roma construida sobre el espíritu de la gloria y la excelencia marciales! Todo el Imperio saluda justamente tu triunfo: ¡una renovación de todo lo que era grande y el nacimiento de un nuevo linaje de césares!
{EMT_VICTORY_DESCR_FRANKS}			¡Has ganado una victoria gloriosa para tu pueblo! Ahora el mundo pertenece por derecho a los francos y ningún nómada apestoso ni romano perfumado osará alzar la voz, por no hablar de la espada, contra ti.
{EMT_VICTORY_DESCR_HUNS}			Una espada, un buen caballo y la estepa sin fin... ¿Necesita algo más un guerrero de verdad? Sí: ¡necesita la victoria! Y hoy es un día de victoria puesto que tus guerreros hunos han aplastado al enemigo y le han hecho morder el polvo bajo las herraduras de sus caballos. ¡Es un día para brindar en honor de los nuevos señores de la estepa y del mundo entero!
{EMT_VICTORY_DESCR_SARMATIANS}		Una espada, un buen caballo y la camaradería de los bravos sármatas pueden llevar a un hombre muy lejos. Es más, ¡pueden llevar a un gobernante hasta un día como éste! Has vencido. 
{EMT_VICTORY_DESCR_SASSANIDS}			Desde el lugar que te corresponde en el Trono del Pavo Real contemplas tus logros y triunfos y paseas la mirada por la vasta extensión de tu imperio. Tus rivales han sido expulsados y tus súbditos, sometidos. ¡Así es la victoria!
{EMT_VICTORY_DESCR_SAXONS}			¡Has salido triunfante! Las tierras de los sajones se extienden por el mundo y allende las olas. ¡Ahora los bardos dedicarán sus tesoros líricos a ensalzar tus victorias!
{EMT_VICTORY_DESCR_VANDALS}			¡Enhorabuena! Has conducido a los vándalos feroces y destructivos a la victoria definitiva. ¡Ahora los pueblos conquistados del mundo deben arrodillarse y aguardar tu clemencia!
{EMT_VICTORY_DESCR_GOTHS}			¡Magnífico! Has llevado a los godos a la victoria definitiva sobre todos los pueblos inferiores, incluyendo los romanos, antaño tan poderosos, y a los fieros jinetes de las estepas. Es un momento para saborear, ¡el momento del triunfo!
{EMT_VICTORY_DESCR_WHITE_HUNS}		Una espada, un buen caballo y la estepa sin fin... ¿Necesita algo más un guerrero de verdad? Sí: ¡necesita la victoria! Y hoy es un día de victoria puesto que tus hunos blancos han aplastado al enemigo y le han hecho morder el polvo bajo las herraduras de sus caballos. 
{EMT_VICTORY_DESCR_OSTROGOTHS}		¡Magnífico! Has llevado a los ostrogodos a la victoria definitiva sobre todos los pueblos inferiores, incluidos tus compañeros godos del oeste. ¿Qué otro líder podría haber hecho esto? Es un momento a saborear: ¡el momento del triunfo!
{EMT_VICTORY_DESCR_ROMANO_BRITISH}		¡Has salido triunfante! La retirada del imperio romano de Britania puede que fuera una desgracia, pero un revés puede convertirse a veces en la semilla de una grandeza venidera. ¡Roma ha renacido con tus esfuerzos! ¡Y con tu victoria!
{EMT_VICTORY_DESCR_SLAVS}			¡Has ganado! El pueblo eslavo ha conquistado el mundo y derrotado a los enemigos que dudaron de su autoridad, y lo ha conseguido gracias a tu soberbio liderazgo. Pasarán muchos siglos, si no la eternidad, antes de que una nueva amenaza surja en la patria eslava.
{EMT_VICTORY_DESCR_SLAVE}			¡La rebelión y la insurrección han sido recompensadas! Un rebelde que gana ya no es un rebelde: es el nuevo amo de todo cuanto contempla. Escribirás la historia de lo pasado: el antiguo orden se mostrará con la luz que merece y tu justo triunfo se elevará hasta los cielos.
{EMT_VICTORY_DESCR_BERBERS}			¡Has ganado! Tu pueblo ha marchado desde el polvo del desierto hasta los fríos y húmedos bosques y ha expulsado a todos a su paso. ¡Ya nadie osa oponerse al poderío de los ejércitos bereberes!
{EMT_VICTORY_DESCR_MOORS}			¡Has ganado! Tu pueblo ha marchado desde el polvo del desierto hasta los fríos y húmedos bosques y ha expulsado a todos a su paso. ¡Ya nadie osa oponerse al poderío de los ejércitos sarracenos!
{EMT_VICTORY_DESCR_CELTS}			¡Has salido victorioso! Bajo tu liderazgo inspirador los celtas han recuperado sus antiguas tierras que generaciones de invasores e intrusos les habían arrebatado. ¡Hasta los crueles romanos se arrodillan ahora ante el señor de los celtas!

{EMT_DEFEATED_BY_ROMANS_BRUTII}		La victoria se te ha escapado, y ahora son los Brutos, esos crueles romanos, los que tienen el mundo en su puño de hierro. ¡Por lo tanto, el mundo es un lugar más siniestro y terrible!
{EMT_DEFEATED_BY_ROMANS_JULII}			La victoria se te ha escapado, y ahora has perdido la oportunidad de gobernar el mundo. La familia de los Julios, esos amigos de la plebe romana, es la que reina en el gallinero. ¡El imperio romano se perpetuará en el tiempo!
{EMT_DEFEATED_BY_ROMANS_SCIPII}		Los dioses no han bendecido tus esfuerzos, y la posibilidad de una victoria se ha evaporado. Ha sido la familia romana de los Escipiones la que ha recibido su favor, que siempre habían defendido poseer, ¡y ahora gobierna el destino del mundo!
{EMT_DEFEATED_BY_BRITONS}			Los britanos pintados de azul y sus druidas de manos ensangrentadas nos han robado la victoria. ¡Esta vez has de saborear las cenizas de la derrota, en lugar del dulce vino del éxito!
{EMT_DEFEATED_BY_CARTHAGE}			¡Lo único que puedes proclamar es la derrota! ¡Los cartagineses y sus mercenarios han vencido! Sus repulsivos asesinatos de niños se extenderán ahora por el mundo, y todos conocerán el miedo. 
{EMT_DEFEATED_BY_EGYPT}			El Faraón y sus seguidores esclavos te han arrebatado la victoria. ¡Triste es el día en que semejante grupo de locos necrófilos acapara tal poder!
{EMT_DEFEATED_BY_GAULS}			La victoria ya no te pertenece. ¡Esos galos que visten pantalones y bigotes inútiles son los que reinan ahora en el gallinero! ¡Es un triste giro en los acontecimientos que una gentuza sin lavar controle la mayor parte del mundo!
{EMT_DEFEATED_BY_GERMANS}			¡La derrota es tu única recompensa! Es obvio que los dioses han decidido darle la espalda a tus esfuerzos. Los germanos, unos simples locos surgidos de las profundidades de ninguna parte, ¡han logrado la victoria sobre todos sus enemigos! ¡Un día aciago!
{EMT_DEFEATED_BY_GREEK_CITIES}			¡Tenían que ser los griegos quienes se alzasen con la victoria! Triste es el día en que unos mequetrefes acicalados y perfumados en exceso, que fingen ser civilizados, proclaman la victoria en tu lugar. Sin embargo, la derrota no tiene por qué ser el veredicto final...
{EMT_DEFEATED_BY_PARTHIA}			Los astutos y artificiosos partos te han arrebatado la victoria de la mano extendida. ¡Aciago es el día en que unos orientales amantes de los caballos proclaman la victoria en tu lugar!
{EMT_DEFEATED_BY_SELEUCID}			El imperio seléucida ha triunfado, y la victoria ya no te pertenece. Puede que todos tus planes hayan quedado en nada, pero ¿serán felices los pueblos libres del mundo inclinados bajo el cruel yugo de los seléucidas?

{EMT_DEFEATED_BY_ALEMANNI}			Has sido derrotado por los alamanes, un pueblo astuto donde los haya, que han demostrado ser adversarios dignos. ¿Serán también tan dignos gobernantes con sus súbditos?
{EMT_DEFEATED_BY_EMPIRE_EAST}			Has sido derrotado por las fuerzas del imperio de oriente. Esos hombres se hacen llamar "romanos", pero ¿son algo más que griegos petimetres? Y son ellos quienes te han derrotado...
{EMT_DEFEATED_BY_EMPIRE_WEST}			La victoria te ha eludido. Las virtudes romanas de la fuerza y el coraje han sido demasiado, y la secular debilidad de Roma no ha sido más que un ardid para que te durmieras en los laureles antes de que te asestaran el golpe fatal.
{EMT_DEFEATED_BY_EMPIRE_EAST_REBELS}		Roma ha triunfado, pero no es la Roma de César y Trajano. ¡Has sido derrotado por una turba de escoria rebelde romana! Esta nueva Roma es una Roma de oriente, ¡una Roma gobernada por griegos rebeldes y otros mucho peores!
{EMT_DEFEATED_BY_EMPIRE_WEST_REBELS}		El orden natural del mundo ha dado una vuelta de campana, y una caterva de rebeldes, delincuentes y demás escoria romana te ha derrotado. ¡Esta nueva Roma se autoproclama dueña del mundo, pero sus verdaderos dueños yacen muertos!
{EMT_DEFEATED_BY_FRANKS}			Has sido derrotado por los francos. Nadie osa levantar la espada contra las hachas bárbaras, ni el pueblo de los caballos de las estepas ni los romanos, antes tan poderosos.
{EMT_DEFEATED_BY_HUNS}				El salvajismo y la crueldad son unos amos horribles, pero comparados con los hunos parecen padres cariñosos. Has sido derrotado por esas criaturas medio humanas de las lejanas estepas. ¡Todo está perdido! ¡No hay más que tinieblas!
{EMT_DEFEATED_BY_SARMATIANS}			Has sido aplastado por el poderío de los aguerridos señores de los caballos, los sármatas. Han sido enemigos muy dignos. ¿Serán también conquistadores magnánimos? 
{EMT_DEFEATED_BY_SASSANIDS}			Has sido aplastado por el poder del gran imperio persa. Desde sus grandes palacios en oriente, los sasánidas tienen todo el derecho a enorgullecerse de sus logros mientras tu pueblo tiembla ante la presencia de sus nuevos amos...
{EMT_DEFEATED_BY_SAXONS}			Los brutales sajones te han arrebatado el triunfo. Sus bardos entonarán interminables canciones jactándose de su victoria: ¡un castigo mayor, sin duda, del que merecen los que viven bajo su férreo gobierno!
{EMT_DEFEATED_BY_VANDALS}			Has sido aplastado por los vándalos, un pueblo tan violento que su nombre se ha convertido en sinónimo de destrucción gratuita. ¡Ay del futuro de tu pueblo con amos tan despiadados!
{EMT_DEFEATED_BY_GOTHS}			Has sido humillado por los astutos y atroces godos, un pueblo notorio por sus costumbres aciagas y crueles tanto en la guerra como en la paz. Tu pueblo llora con solo pensar en vivir bajo la tiranía de hombres así...
{EMT_DEFEATED_BY_WHITE_HUNS}			El salvajismo y la crueldad serán la suerte de los que vivan al capricho de los hunos blancos. ¡Te han conquistado, y todo está perdido! ¡No hay más que tinieblas! Solo los lamentos de las mujeres de tu pueblo marcarán tu paso...
{EMT_DEFEATED_BY_OSTROGOTHS}			Has sido humillado por los astutos ostrogodos, un pueblo que ha demostrado ser un enemigo terrible. Tras la derrota, tu pueblo llora con solo pensar en vivir bajo la tiranía de hombres así...
{EMT_DEFEATED_BY_ROMANO_BRITISH}		Has sido derrotado por los britanorromanos, el pueblo de Britania que, con la falta de pragmatismo propia de su isla, se negó a aceptar la retirada del imperio romano de sus tierras. ¡Y ahora tienen la oportunidad de establecer una nueva Roma a su imagen y semejanza!
{EMT_DEFEATED_BY_SLAVS}			Has sido derrotado por los crueles eslavos. Tus tierras ahora forman parte de la patria eslava, tu pueblo labra los campos eslavos y tus hijos crecerán conociendo solo a los eslavos como sus severos capataces...
{EMT_DEFEATED_BY_SLAVE}			¡El orden natural y lógico del mundo se ha puesto patas arriba! ¡Has sido derrotado por rebeldes, esclavos y demás chusma que ahora se hacen llamar "señores"!
{EMT_DEFEATED_BY_BERBERS}			Has sido derrotado por los bereberes. Ahora tu pueblo ha de llamar "amos" a esos polvorientos pastores de camellos y ladrones de cabras, ¡y encima arrodillarse ante ellos! ¡Es un día de desesperación e infamia! 
{EMT_DEFEATED_BY_MOORS}			Has sido derrotado por los sarracenos. Ahora tu pueblo ha de llamar "amos" a esos polvorientos pastores de camellos y ladrones de cabras, ¡y encima arrodillarse ante ellos! ¡Es un día de desesperación e infamia!
{EMT_DEFEATED_BY_CELTS}			Has sido derrotado por los celtas, un antiguo pueblo que ha conquistado el mundo. Antaño, los celtas rigieron el mundo y ahora tienen la oportunidad de hacerlo de nuevo, como si el dominio romano no hubiera sido más que un interludio...

{EMT_SHORT_VICTORY_ROMANS_BRUTII}		Tu victoria es digna de tus orgullosos antepasados Brutos. Los inmundos macedonios y los griegos perfumados han sido eliminados, ¡y detrás no han dejado más que ruinas! ¡Te felicitamos por haber llevado a tu familia al triunfo como auténticos romanos!
{EMT_SHORT_VICTORY_ROMANS_JULII}		Tu victoria es digna de un auténtico romano. La familia de los Julios puede deleitarse al ver cómo esos bárbaros peludos de los galos afrontan la desaparición, la esclavitud ¡y cosas peores! ¡Esto es un triunfo y hay que disfrutarlo!
{EMT_SHORT_VICTORY_ROMANS_SCIPII}		¡Tu victoria es digna y noble! ¡Tus traicioneros enemigos de África (Cartago y Numidia) ya solo serán un pie de página escrito en la historia para alabar nuestro triunfo!
{EMT_SHORT_VICTORY_BRITONS}			Tu victoria es digna de una celebración modesta, ¡con bebida, bebida y más bebida! Esos galos que apestan a cebolla han dejado de existir, ¡y sus tierras servirán de sustento a muchos guerreros! ¡Celebra tu triunfo!
{EMT_SHORT_VICTORY_CARTHAGE}			¡Esta victoria es digna y dulce! Esos malvados y deshonestos Escipiones yacen por fin en sus tumbas, y ya no debes volver a preocuparte por esos bárbaros hispanos. ¡Saboreemos este triunfo!
{EMT_SHORT_VICTORY_EGYPT}			Cualquier Faraón se complacería en celebrar una victoria semejante. La amenaza seléucida ha desaparecido, y Egipto posee amplias y numerosas tierras. Hoy es un día de gozo: ¡un día de victoria bajo tu liderazgo!
{EMT_SHORT_VICTORY_GAULS}			Por fin han caído la familia de los Julios y sus mentirosos aliados del Senado de Roma. Los guerreros galos gobiernan una gran parte del mundo, y este logro se lo debemos a tu inspirado liderazgo en la guerra. ¡Celebra tu éxito!
{EMT_SHORT_VICTORY_GERMANS}			¡Los germanos han conocido la victoria gracias a tu inspirado liderazgo en la guerra! Los brutales dacios y los jinetes chalados de Escitia están todos muertos o esclavizados, ¡y los guerreros germanos poseen numerosas tierras!
{EMT_SHORT_VICTORY_GREEK_CITIES}		¡Los dioses te han favorecido en tu labor, y la victoria es nuestra! Los macedonios y los tracios han mordido el polvo, ¡y los auténticos griegos honestos celebran tu éxito!
{EMT_SHORT_VICTORY_PARTHIA}			¡Hemos alcanzado la victoria! El ejército de Partia gobierna muchas tierras gracias a tu resuelto liderazgo. Y, lo que es mejor, ¡los aviesos seléucidas y los armenios han desembocado en la esclavitud o la desaparición!
{EMT_SHORT_VICTORY_SELEUCID}			¡Hoy, el imperio seléucida está de celebración gracias a tu noble liderazgo! Y, lo que es mejor, esos egipcios antinaturales adoradores de los muertos se han marchado con sus antepasados, ¡y que lo disfruten!


{CHRISTIAN_LABEL}			Cristianismo
{CHRISTIAN_ORDER}			El cristianismo está aumentando el orden público en este enclave.
{CHRISTIAN_UNREST}			El cristianismo está causando descontento en este enclave.
{ZOROASTRIAN_LABEL}			Zoroastrismo
{ZOROASTRIAN_ORDER}			El zoroastrismo está aumentando el orden público en este enclave.
{ZOROASTRIAN_UNREST}			El zoroastrismo está causando descontento en este enclave.
{PAGAN_LABEL}				Paganismo
{PAGAN_ORDER}				El paganismo está aumentando el orden público en este enclave.
{PAGAN_UNREST}				El paganismo está causando descontento en este enclave.

¬ Faction Descriptions - Label should be the faction's labes in caps appended with _DESCR

{ROMANS_JULII_DESCR}			Familia romana de los Julios\nInfantería legionaria y tropas auxiliares, caballería limitada
{ROMANS_BRUTII_DESCR}			Familia romana de los Brutos\nInfantería legionaria y tropas auxiliares, caballería limitada
{ROMANS_SCIPII_DESCR}			Familia romana de los Escipiones\nInfantería legionaria y tropas auxiliares, caballería limitada
{ROMANS_SENATE_DESCR}			El Senado y el Pueblo de Roma\nInfantería legionaria y tropas auxiliares, caballería limitada
{MACEDON_DESCR}			Los macedonios\nHoplitas y falanges de piqueros, además de una poderosa caballería
{EGYPT_DESCR}				Los egipcios\nBuenos lanceros y arqueros a pie, así como carros y una veloz caballería
{SELEUCID_DESCR}			Los seléucidas\nUna poderosa selección de falanges, caballería catafracta pesada y elefantes
{CARTHAGE_DESCR}			Los cartagineses\nUna flexible selección de tropas de todo tipo, ¡y poderosos elefantes!
{PARTHIA_DESCR}			Partos\nCaballería que incluye jinetes arqueros y poderosos catafractos con armadura; infantería débil
{PONTUS_DESCR}				Pueblo de Ponto\nUn flexible ejército de infantería ligera, falanges, caballería pesada y carros
{GAULS_DESCR}				Los galos\nUna poderosa infantería para el combate cuerpo a cuerpo, pero con limitaciones en la caballería
{GERMANS_DESCR}			Los germanos\nTropas con hachas e infantería especializada con una selección limitada de caballería
{BRITONS_DESCR}			Britanos\nInfantería de bárbaros fanáticos y veloces carros
{ARMENIA_DESCR}			Armenios\nJinetes arqueros que incluyen catafractos con armadura, pero poca variedad en infantería
{DACIA_DESCR}				Los dacios\nInfantería bárbara para el combate cuerpo a cuerpo que incluye tropas con falcata, pero muy poca caballería
{GREEK_CITIES_DESCR}			Los griegos\nMuchas falanges de hoplitas (incluyendo espartanos) y tropas de apoyo con proyectiles, pero una selección limitada de caballería
{NUMIDIA_DESCR}			Los númidas\nInfantería ligera del desierto y una buena caballería que incluye especialistas montados en camello
{SCYTHIA_DESCR}			Los escitas\nArqueros y jinetes expertos, pero casi sin infantería para el cuerpo a cuerpo
{SPAIN_DESCR}				Los hispanos\nUna buena mezcla de bárbaros fanáticos e infantería organizada con algo de apoyo de caballería
{THRACE_DESCR}				Tracios\nUna buena mezcla de falanges de hoplitas y bárbaros especializados en el cuerpo a cuerpo, pero con una caballería limitada
{SLAVE_DESCR}				Los esclavos y rebeldes\nGladiadores y campesinos baratos (pero débiles)

{ALEMANNI_DESCR}			Alamanes\nUna buena mezcla de tropas bárbaras, ¡y guerreros heroicos!
{EMPIRE_EAST_DESCR}			Imperio romano de oriente\nUna mezcla recia de tropas con pocas unidades débiles.
{EMPIRE_WEST_DESCR}			Imperio romano de occidente\nUna buena mezcla de infantería, aunque con caballería un poco limitada.
{EMPIRE_EAST_REBELS_DESCR}		Los romanos rebeldes de oriente\nUna mezcla recia de tropas con pocas unidades débiles.
{EMPIRE_WEST_REBELS_DESCR}		Los romanos rebeldes de occidente\nUna buena mezcla de infantería, aunque con caballería un poco limitada.
{FRANKS_DESCR}				Las tribus germanas francas\nInfantería y tropas de proyectil de fiar pero opciones limitadas en caballería.
{HUNS_DESCR}				Los hunos\nArqueros y jinetes casi sin parangón, infantería de apoyo limitada.
{SARMATIANS_DESCR}			Sármatas\nUna caballería y unos arqueros a caballo soberbios, buen apoyo de infantería.
{SASSANIDS_DESCR}			Imperio sasánida\nUna mezcla excelente de fuerzas, incluyendo catafractos y elefantes.
{SAXONS_DESCR}				Los sajones\nInfantería de combate cuerpo a cuerpo superior, opciones muy limitadas en caballería.
{VANDALS_DESCR}			Vándalos\nBuena selección en todo tipo de tropas, punto débil en maquinaria de guerra.
{GOTHS_DESCR}				Los godos\nBuena mezcla de fuerzas de infantería y caballería, equipo de asedio limitado.
{CELTS_DESCR}				Celtas\nUna mezcla desfasada, aunque eficaz, de tropas con armadura ligera.
{WHITE_HUNS_DESCR}			Los hunos blancos\nArqueros y jinetes casi sin parangón, infantería de apoyo limitada.
{OSTROGOTHS_DESCR}			Ostrogodos\nBuena mezcla de fuerzas de infantería y caballería, equipo de asedio limitado.
{ROMANO_BRITISH_DESCR}		Los britanorromanos\nSelección limitada de unidades romanas además de fuerzas de élite locales.
{SLAVS_DESCR}				Eslavos\nBuena selección en todo tipo de tropas, punto débil en maquinaria de guerra.
{MOORS_DESCR}				Sarracenos\nSelección limitada de recios guerreros del desierto.
{BERBERS_DESCR}			Bereberes\nSelección limitada de recios guerreros del desierto.

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{LOMBARDI}					Lombardos
{BURGUNDII}					Burgundios
{ROXOLANI}					Roxolanos

{EMT_LOMBARDI_SPY}					Espía lombardo
{EMT_LOMBARDI_ASSASSIN}					Asesino lombardo
{EMT_LOMBARDI_DIPLOMAT}					Diplomático lombardo
{EMT_LOMBARDI_ADMIRAL}					Armada lombarda
{EMT_LOMBARDI_GENERAL}					Ejército lombardo
{EMT_LOMBARDI_NAMED_CHARACTER}					Miembro de familia lombarda
{EMT_BURGUNDII_SPY}					Espía burgundio
{EMT_BURGUNDII_ASSASSIN}					Asesino burgundio
{EMT_BURGUNDII_DIPLOMAT}					Diplomático burgundio
{EMT_BURGUNDII_ADMIRAL}					Armada burgundia
{EMT_BURGUNDII_GENERAL}					Ejército burgundio
{EMT_BURGUNDII_NAMED_CHARACTER}					Miembro de familia burgundia
{EMT_ROXOLANI_SPY}					Espía roxolano
{EMT_ROXOLANI_ASSASSIN}					Asesino roxolano
{EMT_ROXOLANI_DIPLOMAT}					Diplomático roxolano
{EMT_ROXOLANI_ADMIRAL}					Armada roxolana
{EMT_ROXOLANI_GENERAL}					Ejército roxolano
{EMT_ROXOLANI_NAMED_CHARACTER}					Miembro de familia roxolana

{LOMBARDI_DESCR}			Lombardos\nUna buena mezcla de tropas bárbaras, ¡y guerreros heroicos!
{BURGUNDII_DESCR}			Burgundios\nUna buena mezcla de tropas bárbaras, ¡y guerreros heroicos!
{ROXOLANI_DESCR}			Roxolanos\nUna caballería y unos arqueros a caballo soberbios, buen apoyo de infantería.

{EMT_VICTORY_DESCR_LOMBARDI}			Has ganado, y es germano y no latín el idioma que se habla desde la orilla de los mares hasta la cumbre más alta. El mundo se ha reorganizado para adaptarse a tus fines, ¡y ahora un gobernante lombardo tiene bajo su dominio a todos los pueblos menores!
