¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Romano
{SMT_MISSION_LEAVE_REGION_FAILURE}					El Senado opina que no tener en cuenta su consejo es peligroso. Era una pequeña petición y fallar en ella puede tener serias consecuencias.
{SMT_MISSION_LEAVE_REGION_SUCCESS}					El Senado sabe que has tenido en cuenta su consejo y retirado el ejército. Por favor recuerda que debes obtener un tratado de acceso militar antes de mover fuerzas a regiones amigas.
{SMT_MISSION_EXACT_TRIBUTE_TITLE}					Demandar tributo
{SMT_MISSION_EXACT_TRIBUTE_PROPOSAL}					El Senado cree que esta facción necesita reconocer la superioridad de Roma. Te pide que mandes un diplomático para pedir un tributo regular. Serás recompensado dependiendo de la cantidad de tributo que obtengas.
{SMT_MISSION_EXACT_TRIBUTE_EXPIRY}					Parece que la política del Senado para que estas gentes entren en razón pidiendo un tributo ha sido superada por los acontecimientos. Se cancela la misión.
{SMT_MISSION_EXACT_TRIBUTE_FAILURE}					El Senado sabe de tu fallo en obtener un tributo de estas gentes, y ya sea por culpa de tu intransigencia o por tu pasividad, se te hace responsable del fracaso.
{SMT_MISSION_EXACT_TRIBUTE_SUCCESS}					El Senado está complacido al saber de tu éxito al solicitar un tributo a esta facción. Los planes de dominio de Roma marchan bien.
{SMT_MISSION_MAKE_SUBMIT_TITLE}						Obtener rendición
{SMT_MISSION_MAKE_SUBMIT_PROPOSAL}					El Senado cree que esta facción ha sido debilitada lo suficiente como para que la rendición forzada sea una opción a considerar. Manda un diplomático y solicita que sean un Protectorado bajo control romano.
{SMT_MISSION_MAKE_SUBMIT_EXPIRY}					El Senado sabe que la misión para someter y convertir en protectorado a esta facción ha sido superada por los acontecimientos. Se cancela la misión.
{SMT_MISSION_MAKE_SUBMIT_FAILURE}					El Senado sabe que has fracasado en obtener la rendición. Quizás si la próxima vez se combina la misión diplomática con una presión militar se conseguirá el resultado.
{SMT_MISSION_MAKE_SUBMIT_SUCCESS}					El Senado se congratula de que hayas convencido a estas gentes de ser un protectorado romano. Has ahorrado mucho tiempo y esfuerzo militar y los pagos de tributo ayudarán a construir el Imperio.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_TITLE}				Negociar la devolución de las águilas
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_PROPOSAL}				Al Senado le gustaría mandar un diplomático para negociar la devolución de las águilas de la legión que posee esta facción. La pérdida del estandarte de las águilas es una vergüenza para la Legión que las perdió, y parece que hay pocas posibilidades de obtenerlas por medios militares.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_EXPIRY}				Parece que los acontecimientos han superado la misión diplomática para obtener las águilas perdidas. Se cancela la misión.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_FAILURE}				El Senado sabe que has fracasado en las negociaciones para devolver las águilas perdidas. Este fracaso hace que la vergüenza por haberlas perdido también se extenderá a tu casa.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_SUCCESS}				El Senado sabe que has tenido éxito en las negociaciones para devolver tus águilas perdidas. Esto mitiga la mancha en la reputación de casa por haberlas perdido. Intenta no perder más.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_TITLE}				Negociar el control de enclave 
{SMT_MISSION_NEGOTIATE_SETTLEMENT_PROPOSAL}				El Senado cree que se puede persuadir a los propietarios actuales para controlar este enclave ofreciendo a cambio algo menos valioso para nosotros. Manda un diplomático para obtener el control.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_EXPIRY}				Parece que los acontecimientos han superado la misión diplomática para obtener el control de este enclave y ya no es relevante. Se cancela la misión.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_FAILURE}				El Senado sabe que has fallado en tu intento de obtener el control de este enclave. Puede que la fuerza militar triunfe donde la diplomacia fracasó.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_SUCCESS}				Enhorabuena por tener éxito en tu misión diplomática. El Senado espera que el precio pagado para obtener este enclave no fuera demasiado alto.
{SMT_MISSION_GET_MAP_INFO_TITLE}					Obtener información del mapa
{SMT_MISSION_GET_MAP_INFO_PROPOSAL}					El Senado te pide que mandes un diplomático a esta facción y negocies un tratado para obtener información del mapa y aumentar el conocimiento del mundo de Roma.
{SMT_MISSION_GET_MAP_INFO_EXPIRY}					Esta misión se ha cancelado porque la facción involucrada ha sido eliminada.
{SMT_MISSION_GET_MAP_INFO_FAILURE}					Al Senado no le complace que fracasaras en lograr esta misión.
{SMT_MISSION_GET_MAP_INFO_SUCCESS}					El Senado te agradece que obtuvieras con éxito la información del mapa que solicitó.
{SMT_MISSION_GET_TRADING_RIGHTS_TITLE}					Obtener acuerdo comercial
{SMT_MISSION_GET_TRADING_RIGHTS_PROPOSAL}				El Senado te pide que mandes un diplomático a esta facción para negociar un tratado de comercio para Roma.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY}					Esta misión se ha cancelado porque la facción involucrada ha sido eliminada.
{SMT_MISSION_GET_TRADING_RIGHTS_FAILURE}				Al Senado no le complace que fracasaras en lograr esta misión.
{SMT_MISSION_GET_TRADING_RIGHTS_SUCCESS}				El Senado te agradece que obtuvieras con éxito el tratado de comercio que solicitó.
{SMT_MISSION_APPEASE_FACTION_TITLE}					Apaciguar facción
{SMT_MISSION_APPEASE_FACTION_PROPOSAL}					El Senado te pide que mandes un diplomático a esta facción y conseguir un pacto de no agresión. Ofrece un tributo o algo que parezca razonable. Como medida a corto plazo esto es lo más importante.
{SMT_MISSION_APPEASE_FACTION_EXPIRY}					Esta misión ya no es importante y se ha cancelado.
{SMT_MISSION_APPEASE_FACTION_FAILURE}					El Senado no está complacido por tu fracaso al conseguir esta misión.
{SMT_MISSION_APPEASE_FACTION_SUCCESS}					El Senado te agradece que consiguieras el acuerdo que te solicitó.
{SMT_MISSION_PROVOKE_ATTACK_TITLE}					Provocar ataque
{SMT_MISSION_PROVOKE_ATTACK_PROPOSAL}					El Senado te pide que mandes un diplomático a esta facción para ver si los provocas para que nos ataquen. Roma quiere entrar en guerra pero no quiere parecer el agresor.
{SMT_MISSION_PROVOKE_ATTACK_EXPIRY}					Esta misión ya no es importante y se ha cancelado.
{SMT_MISSION_PROVOKE_ATTACK_FAILURE}					El Senado sabe que tus esfuerzos para provocar el ataque no tuvieron éxito, pero te agradece los servicios prestados.
{SMT_MISSION_PROVOKE_ATTACK_SUCCESS}					El Senado te agradece que tuvieras éxito en iniciar la guerra.
{SMT_MISSION_PEACE_TALKS_TITLE}						Encuentros de paz
{SMT_MISSION_PEACE_TALKS_PROPOSAL}					El Senado te pide que mandes un diplomático a esta facción para intentar mejorar las relaciones con ellos. No se espera ningún resultado en especial, mandar el diplomático es solo un primer paso.
{SMT_MISSION_PEACE_TALKS_EXPIRY}					Esta misión ya no es importante y se ha cancelado.
{SMT_MISSION_PEACE_TALKS_FAILURE}					El Senado sabe de tu fracaso en establecer un encuentro diplomático con esta facción.
{SMT_MISSION_PEACE_TALKS_SUCCESS}					El Senado te agradece tus esfuerzos por mejorar las relaciones con esta facción.
{SMT_MISSION_BLOCKADE_TITLE}						Bloqueo del puerto
{SMT_MISSION_BLOCKADE_PROPOSAL}						El Senado te pide que mandes una de tus flotas a bloquear este puerto. Esto aumentará la presión sobre esta facción al reducir sus ingresos.
{SMT_MISSION_BLOCKADE_EXPIRY}						El bloqueo del puerto ya no es relevante, se ha cancelado la misión.
{SMT_MISSION_BLOCKADE_FAILURE}						El Senado sabe que has fallado en bloquear el puerto como se te pidió. Esto fortalece al enemigo en detrimento de Roma.
{SMT_MISSION_BLOCKADE_SUCCESS}						El Senado sabe que el bloqueo que solicitó ha sido establecido. Por favor, mantenlo al menos 2 años.
{SMT_MISSION_INCITE_UNREST_TITLE}					Incitar rebelión
{SMT_MISSION_INCITE_UNREST_PROPOSAL}					El Senado ha visto una oportunidad para crear problemas a un enemigo de Roma incitando a la rebelión en este enclave. Manda un espía para incitar a la rebelión.
{SMT_MISSION_INCITE_UNREST_EXPIRY}					Los acontecimientos han superado tu misión para que el enclave se rebelara. Se canceló la misión.
{SMT_MISSION_INCITE_UNREST_FAILURE}					El Senado ha estado esperando la rebelión de este enclave y no ha ocurrido. Esto se ve como un fallo tuyo.
{SMT_MISSION_INCITE_UNREST_SUCCESS}					La rebelión de este enclave son buenas noticias. Tu mano oculta en ello te concede crédito.
{SMT_MISSION_EXTERMINATE_CITY_TITLE}					Exterminar enclave
{SMT_MISSION_EXTERMINATE_CITY_PROPOSAL}					El Senado te pide que tomes este enclave y extermines a su población.
{SMT_MISSION_EXTERMINATE_CITY_EXPIRY}					El Senado ya no necesita que tomes este enclave.
{SMT_MISSION_EXTERMINATE_CITY_FAILURE}					El Senado está descontento al conocer tu fracaso en esta misión.
{SMT_MISSION_EXTERMINATE_CITY_SUCCESS}					Al Senado le complace que esta misión se consiguiera con éxito.
{SMT_MISSION_ENSLAVE_CITY_TITLE}					Esclavizar enclave
{SMT_MISSION_ENSLAVE_CITY_PROPOSAL}					El Senado te pide que tomes este enclave y esclavices a su población.
{SMT_MISSION_ENSLAVE_CITY_EXPIRY}					El Senado ya no necesita que tomes este enclave.
{SMT_MISSION_ENSLAVE_CITY_FAILURE}					El Senado está descontento al conocer tu fracaso en esta misión.
{SMT_MISSION_ENSLAVE_CITY_SUCCESS}					Al Senado le complace que esta misión se consiguiera con éxito.
{SMT_STATE_ICON_RESOURCES}						Minería
{SMT_AUTOMANAGE_SETTLEMENT}						Gestión automática de este enclave
{SMT_CANNOT_RECRUIT_WHILST_IN_BATTLE}				No se puede reclutar cuando se ha instigado la batalla
{SMT_VICTORY_CONDITION_IMPERATOR_TITLE}				Emperador:
{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}				Se el gobernante supremo de Roma
{SMT_VICTORY_CONDITION_LAND_OWNER_TITLE}				Dominación:
{SMT_VICTORY_CONDITION_LAND_OWNER_DESCR}				Captura %d regiones más
{SMT_VICTORY_CONDITION_TYCOON_TITLE}				Magnate:
{SMT_VICTORY_CONDITION_TYCOON_DESCR}				Crea tu imperio y consigue generar %d denarios por turno
{SMT_VICTORY_CONDITION_TIME_LIMIT_TITLE}				Tiempo:
{SMT_VICTORY_CONDITION_TIME_LIMIT_DESCR}				Ser la facción más poderosa en %d turnos
{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_TITLE}			Sobrevive:
{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}			Sobrevive a las siguientes facciones:
{SMT_CAMPAIGN_VICTORY_CONDITIONS}					Condición de victoria
{SMT_CAMPAIGN_VICTORY_CONDITIONS_COMPLETE}			Completado
{SMT_CAPABILITY_POPULATION_GROWTH_BONUS}		Bonif. crecimiento demográfico:
{SMT_CAPABILITY_POPULATION_LOYALTY_BONUS}		Bonif. orden público:
{SMT_CAPABILITY_POPULATION_HEALTH_BONUS}		Bonif. salud de la población:
{SMT_CAPABILITY_TRADE_BASE_INCOME_BONUS}		Incremento de productos de comercio
{SMT_CAPABILITY_TRADE_LEVEL_BONUS}			Incremento en comercio
{SMT_CAPABILITY_TRADE_FLEET}				Flotas comerciales disponibles:
{SMT_CAPABILITY_TAXABLE_INCOME_BONUS}		Bonif. ingresos gravables:
{SMT_CAPABILITY_MINE_RESOURCE}			Ingreso por minería:
{SMT_CAPABILITY_FARMING_LEVEL}			Granjas mejoradas y producción de comida
{SMT_CAPABILITY_ROAD_LEVEL}				Carreteras mejoradas y comercio
{SMT_CAPABILITY_GATE_STRENGTH}			Fuerza del portón mejorada
{SMT_CAPABILITY_GATE_DEFENSES}			Defensas del portón adicionales
{SMT_CAPABILITY_TOWER_LEVEL}				Defensas de muro adicionales
{SMT_CAPABILITY_ARMOUR}					Mejoras de armadura: 
{SMT_CAPABILITY_STAGE_GAMES}				Permite celebrar juegos de gladiadores
{SMT_CAPABILITY_STAGE_RACES}				Permite celebrar carreras
{SMT_CAPABILITY_POPULATION_FIRE_RISK_BONUS}	Riesgo de incendio reducido
{SMT_CAPABILITY_WEAPON_SIMPLE}			Mejoras de las armas cuerpo a cuerpo:
{SMT_CAPABILITY_WEAPON_MISSILE}			Mejoras de las armas simples:
{SMT_CAPABILITY_WEAPON_BLADED}			Mejoras de las armas de filo:
{SMT_CAPABILITY_WEAPON_SIEGE}				Mejoras de las armas de asedio:
{SMT_CAPABILITY_WEAPON_OTHER}				Upgrades other weapons:
{SMT_CAPABILITY_BODYGUARD}				Guardaespaldas de generales mejorados
{SMT_CAPABILITY_RECRUITS_MORALE_BONUS}		Bonif. moral de las tropas entrenadas aquí:
{SMT_CAPABILITY_RECRUITS_EXPERIENCE_BONUS}	Bonif. de experiencia de las tropas entrenadas aquí:
{SMT_CAPABILITY_HAPPINESS_BONUS}			Bonif. al orden público por lealtad:
{SMT_CAPABILITY_LAW_BONUS}				Bonif. al orden público por leyes:
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_MILITARY}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_RELIGIOUS}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_DEFENSIVE}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_OTHER}		<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_MILITARY}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_RELIGIOUS}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_DEFENSIVE}	<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_OTHER}		<< THIS TEXT SHOULDN'T BE DISPLAYED >>
{SMT_CAPS_LOC_TRAINS}						Permite entrenar:
{SMT_CAPS_LOC_RECRUITS}						Permite reclutar:
{SMT_CAPS_LOC_PROVIDES}						Proporciona:
{SMT_ENEMY_AMBUSH_FAILED}					Su intento de sorprenderte fracasó y tendrás tiempo de prepararte para la batalla
{SMT_ENEMY_AMBUSH_SUCCESS}					Fuiste tomado completamente por sorpresa y no tendrás tiempo de prepararte para la batalla
{SMT_YOUR_AMBUSH_FAILED}					La emboscada fracasó y el enemigo tendrá tiempo de prepararse para la batalla
{SMT_YOUR_AMBUSH_SUCCESS}					El enemigo no sabía nada del ataque y no tendrá tiempo para prepararse
{SMT_NO_UNITS_IN_NAVY}					No hay unidades en esta armada
{SMT_NO_UNITS_IN_ARMY}					No hay unidades en este ejército
{SMT_NO_CHARACTERS_WITH_NAVY}				No hay personajes viajando en esta armada
{SMT_NO_CHARACTERS_WITH_ARMY}				No hay personajes viajando en este ejército
{SMT_NO_UNITS_TRANSPORTED}				No hay unidades transportadas en esta armada
{SMT_NO_UNITS_IN_GARRISON}				No hay guarnición aquí
{SMT_NO_BUILDINGS_IN_SETTLEMENT}			No hay construcciones aquí
{SMT_NO_VISITORS_IN_SETTLEMENT}			Este enclave no tiene visitantes
{SMT_NO_VISITORS_IN_FORT}				Este fuerte no tiene visitantes
{SMT_STATE_ICON_UNIT_RECRUITS}			Población llamada a filas
{SMT_STATE_ICON_GOVERNORS_INFLUENCE}		Influencia del gobernador
{SMT_LAND_IMPORTS}					Importaciones (Comercio terrestre)
{SMT_RETAINERS}							Auxiliares
{SMT_RETAINERS_UNKNOWN}					Auxiliares no conocidos
{SMT_TRAITS_UKNOWN}					Rasgos no conocidos
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 21/04/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_DIED}							Muerto:
{SMT_NO_BUILDING_IN_NEED_OF_REPAIR}			No hace falta reparar ningún edificio.
{SMT_NO_UNITS_NEED_RETRAINING}				No hay que volver a instruir ninguna unidad.
{SMT_VICES}						Rasgos
{SMT_SHOW_VNV_DETAILS}				Mostrar rasgos de personalidad del personaje
{SMT_SHOW_VISITORS_FORT}				Mostrar personajes de visita en este fuerte
{SMT_END_SIEGE}						Levantar el asedio
{SMT_DECLINE_MISSION}					Rechazar la misión
{SMT_EXIT_CAMPAIGN}					Volver al menú principal
{SMT_SELECT_UNIT_TO_REPAIR}				Seleccionar unidad a volver a instruir
{SMT_SENATE_OFFICE_QUAESTOR_DESCRIPTION}		La categoría más baja de magistrado; normalmente se le encarga la gestión del tesoro, y es el primer nombramiento significativo para cualquiera que desee hacer carrera política en Roma.
{SMT_SENATE_OFFICE_AEDILE_DESCRIPTION}			Un cargo administrativo que se ocupa de supervisar las calles, templos y barrios de la ciudad, y la distribución de la cura annonae, el primordial suministro de grano.
{SMT_SENATE_OFFICE_PRAETOR_DESCRIPTION}		Un magistrado cuyas obligaciones se relacionan sobre todo con la justicia y la ley, particularmente la ius civile (ley civil, no penal) y la ius gentium (la legislación relacionada con los extranjeros). 
{SMT_SENATE_OFFICE_CONSUL_DESCRIPTION}			El cónsul, que ocupa la posición más alta de poder y honor en la República, tiene autoridad sobre los magistrados, el ejército y la legislación. Mientras ocupa su cargo es, en muchos aspectos, un rey en todo menos en nombre. 
{SMT_SENATE_OFFICE_CENSOR_DESCRIPTION}			Un cargo importante que se ocupa del censo y lleva un registro de los ciudadanos romanos y los senadores; lo que significa que decide quién es romano o no, y quién es senador o no lo es. 
{SMT_SENATE_OFFICE_PONTIFEX_MAXIMUS_DESCRIPTION}	La cabeza de la religión estatal romana y el encargado de controlar todas las instituciones religiosas, incluidas las vírgenes vestales. Posee un control absoluto sobre la doctrina y, en gran medida, está por encima de la jurisdicción del Senado y el Pueblo de Roma.
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 13/05/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_MISSION_APPEASE_FACTION_EXPIRY_DESTROYED}		Esta facción ha sido destruida. Ya no tienes por qué intentar apaciguarla.
{SMT_MISSION_ASSIST_FACTION_EXPIRY_DESTROYED}		Esta facción ha sido destruida. Ya no tienes por qué intentar ayudarla.
{SMT_MISSION_ATTACK_OUTLAW_FACTION_EXPIRY_DESTROYED}	Los proscritos han sido destruidos. Ya no tienes por qué seguir persiguiéndolos.
{SMT_MISSION_BREAK_ALLIANCE_EXPIRY_DESTROYED}		Esta facción ha sido destruida. Esta misión ya no tiene relevancia.
{SMT_MISSION_PEACE_TALKS_EXPIRY_DESTROYED}		Esta facción ha sido destruida. Esta misión ya no tiene relevancia.
{SMT_MISSION_CEASE_HOSTILITIES_EXPIRY_DESTROYED}	Nuestros amigos han sido destruidos. Esta misión ya no es necesaria.
{SMT_MISSION_DECLARE_WAR_EXPIRY_DESTROYED}		Nuestros enemigos han sido destruidos. Esta misión ya no tiene relevancia.
{SMT_MISSION_EXACT_TRIBUTE_EXPIRY_DESTROYED}		Esta facción ha sido destruida. Ya no puedes exigirle tributo. Esta misión ya no es necesaria.
{SMT_MISSION_GET_MAP_INFO_EXPIRY}			Esta misión ha sido cancelada.
{SMT_MISSION_GET_MAP_INFO_EXPIRY_DESTROYED}		Esta facción ha sido destruida. Esta misión ya no tiene relevancia.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY}			Esta misión ha sido cancelada.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY_DESTROYED}	Esta facción ha sido destruida. Esta misión ya no tiene relevancia.
{SMT_MISSION_MAKE_SUBMIT_EXPIRY_DESTROYED}		Esta facción ha sido destruida. Esta misión ya no tiene relevancia.
{SMT_CAPABILITY_WEAPON_SIMPLE}			Mejora las armas ligeras:
{SMT_CAPABILITY_WEAPON_BLADED}			Mejora las armas pesadas:
{SMT_ARMY_UPKEEP}						Mantenimiento del ejército
{SMT_STATE_ICON_ENTERTAINED}				Entretenimiento
{SMT_ASSISTANCE_REQUESTED_AGAINST}				Se solicita ayuda contra: 
{SMT_ASSISTANCE_PROVIDED_AGAINST}				Se proporciona ayuda contra: 
{SMT_GIVE}							Entregar: 
{SMT_PENALTY_CENSOR_IS_PLAYER_FACTION}			Conoces a personas influyentes. Parece que el censor y tú sois amigos. Tu familia y amigos parecen ser ciudadanos modélicos.
{SMT_PENALTY_QUAESTOR_IS_PLAYER_FACTION}		Conoces a personas influyentes. Parece que el cuestor y tú sois amigos. Tus finanzas parecen estar en orden.
{SMT_CANNOT_SET_NAVAL_RALLY_POINT_WITH_NO_PORT}	No se puede fijar un punto de reunión en el mar cuando el enclave seleccionado carece de edificios portuarios.
{SMT_DIED_IN_BATTLE_TITLE}					Muerte en el campo de batalla
{SMT_DIED_IN_BATTLE_DESCRIPTION}				Tras morir en combate, este hombre nos deja para unirse a nuestros ilustres antepasados en el más allá.
{SMT_CAPITAL}					Capital:
{SMT_SHOW_VISITORS}				Mostrar agentes de visita en el enclave
{SMT_SHOW_TRAVELLING_CHARACTERS}		Mostrar agentes que viajen con el ejército
{SMT_SHOW_TRAVELLING_CHARACTERS_NAVY}	Mostrar agentes que viajen con la armada
{SMT_RCLICK_SHOW_CHARACTERS}			Haz clic derecho en la pestaña para mostrar una lista de tus agentes.
{SMT_CHARACTERS}					Agentes
{SMT_WHICH_ALLY}					Ejército aliado:
{SMT_WHICH_ARMY_REQUESTED}			Ayuda solicitada por parte de:
{SMT_CAPTURED_SETTLEMENT}			Enclave capturado:
{SMT_DENARI_GAINED_FROM_LOOTING}		Denarios obtenidos del saqueo:
{SMT_POPULATION_GAINED_FROM_ENSLAVE}	Población a dispersar entre los enclaves gobernados:
{SMT_POPULATION_KILLED}				Población a masacrar:
{SMT_CURRENTLY_BUILDING}			En construcción:
{SMT_DAMAGE}					Daño:
{SMT_REPAIR_TIME}					Tiempo de la reparación:
{SMT_REPAIR_COST}					Coste de la reparación:
{SMT_AGE}						Edad:
{SMT_ANCILLARIES}					Séquito
{SMT_RETAINERS}						Séquito
{SMT_RETAINERS_UNKNOWN}					Séquito desconocido
{SMT_BREAK_SIEGE_CONFIRMATION}		Este personaje está montando un asedio. Si lo mueves, se romperá el asedio automáticamente. ¿Seguro que quieres hacerlo?
{SMT_NO_MORE_OFFERS_ALLOWED}			No se permiten más ofertas
{SMT_NO_MORE_DEMANDS_ALLOWED}			No se permiten más peticiones
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 03/06/2004 16:48:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_UNITS}					Unidades
{SMT_SIEGE_EQUIPMENT}			Equipo de asedio
{SMT_BREAK_SIEGE_CONFIRMATION}		Este ejército está montando un asedio. Si lo mueves, se romperá el asedio automáticamente. ¿Seguro que quieres hacerlo?
{SMT_MISSION_MAKE_ALLIANCE_TITLE}					Forjar una alianza
{SMT_MISSION_MAKE_ALLIANCE_PROPOSAL}					El Senado te ha pedido que envíes un diplomático a esta facción para forjar una alianza con ella.
{SMT_MISSION_MAKE_ALLIANCE_EXPIRY}					Esta misión ya no tiene importancia y ha sido cancelada.
{SMT_MISSION_MAKE_ALLIANCE_EXPIRY_DESTROYED}				Esta facción ha sido destruida. Ya no tienes por qué aliarte con ella.
{SMT_MISSION_MAKE_ALLIANCE_FAILURE}					El Senado está preocupado por tu fracaso en esta misión.
{SMT_MISSION_MAKE_ALLIANCE_SUCCESS}					El Senado te da las gracias por aliarte con esta facción.
{SMT_MISSION_GIVE_CASH_TITLE}						Realizar un pago
{SMT_MISSION_GIVE_CASH_PROPOSAL}					Nuestros amigos necesitan que les demos apoyo financiero. El Senado solicita que le hagas a esta facción un pago único de al menos una décima parte de tus ingresos anuales.
{SMT_MISSION_GIVE_CASH_EXPIRY}						Esta misión ya no tiene importancia y ha sido cancelada.
{SMT_MISSION_GIVE_CASH_EXPIRY_DESTROYED}				Esta facción ha sido destruida. Ya no tienes por qué seguir financiándola.
{SMT_MISSION_GIVE_CASH_FAILURE}						El Senado está descontento por tu fracaso en esta misión.
{SMT_MISSION_GIVE_CASH_FAILURE_CHEAPSKATE}				Se te pidió que realizaras un pago de al menos una décima parte de tus ingresos anuales. El Senado está descontento por tu negativa a cumplirlo.
{SMT_MISSION_GIVE_CASH_SUCCESS}						El Senado te da las gracias por tu donativo a la causa de nuestros amigos.
{SMT_ASS_EXTERMINATE}							Esta facción ve menguar su poder a medida que la guerra mina el espíritu de su pueblo y destruye sus ejércitos. En opinión del Senado, ¡lo único que esta facción se merece es la muerte! ¡Pásalos a cuchillo y extermina a esta raza de víboras!
{SMT_ASS_ENSLAVE}							Nuestra guerra contra este pueblo demuestra que, bajo un adecuado control romano, podrían resultar buenos esclavos. ¡No hay que escatimar en el uso de la vara ni de la espada! Esclaviza sus enclaves y que aprendan los beneficios de la civilización romana.
{SMT_ASS_MAKE_SUBMIT}							Esta facción es políticamente débil, pero sigue teniendo cierto poderío militar. Una larga guerra resultaría costosa y, además, podría ser innecesaria: si le ofrecemos la categoría de protectorado, los beneficios de la civilización romana podrían llegar también a estas gentes.
{SMT_ASS_COVERT_OPS_ASS}						Antes de iniciar una guerra, convendría debilitar a este pueblo, chuparle la sangre, tal vez. La eliminación de sus comandantes y el sabotaje de sus defensas y edificios militares ha de tratarse con cierta urgencia. No debemos enviar nuestras tropas a una guerra que aún no esté en marcha.
{SMT_ASS_COVERT_OPS_INCITE}						Los enclaves de este pueblo son vulnerables a la disidencia y la rebeldía. Si enviamos espías a sus ciudades para que inciten a la rebelión, la ocupación que tenemos en mente resultará mucho más sencilla y menos costosa. Este pueblo logrará librarse de sus malvados señores y recibirá a cambio los beneficios de la civilización romana.
{SMT_ASS_BLOCKADE}							¡Su armada es débil, y sus puertos, vulnerables a un bloqueo! ¡Nuestros barcos tienen que asfixiar sus rutas comerciales para empobrecerlos! Al fin y al cabo, los pobres no se pueden permitir un ejército, y así una eventual conquista sería más fácil y no supondría grandes pérdidas.
{SMT_ASS_WORK_TOWARDS_PEACE}						Nuestra guerra contra esta facción no progresa de manera satisfactoria. Si seguimos adelante, nuestra posición en otras provincias podría verse debilitada. La política que recomienda el Senado es recurrir a la diplomacia para anticiparse a una agresión. Más adelante podemos seguir con la guerra, pero con el beneficio de la sorpresa.
{SMT_ASS_ATTACK}							Este pueblo puede ser integrado en el imperio si se ocupan sus ciudades y se sustituyen sus costumbres desagradables y subdesarrolladas por la bondad de la cultura romana. Si les llevamos nuestros dioses, leyes y justa administración, sus pueblos se convertirán en ejemplos excelentes de nuestra gran civilización.
{SMT_ASS_MAKE_GIVE_CITY}						Este pueblo está debilitado, de modo que la simple diplomacia podría dar resultado. La persuasión podría servir allá donde la espada endurecería su ánimo. Debemos ofrecernos a ampliar nuestra protección y bondadosa autoridad hasta sus enclaves. Es inevitable que la superior civilización romana acabe por suplantar las costumbres nativas.
{SMT_ASS_EXACT_TRIBUTE}							Esta facción ya comprende el poderío de Roma. ¡No creo que resulte muy difícil exigirle un tributo con el que inflar nuestras arcas! ¡Tiene que pagar si quiere que toleremos sus costumbres extranjeras! 
