¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Römisch
{SMT_SENATE_POPULAR_SUPPORT_8}				Ihr seid bei den Plebejern äußerst beliebt und werdet als Held Roms gefeiert, wann immer Ihr die Stadt betretet. Auf den Getränken, die Euch die Leute anbieten, könnte eine Triere schwimmen.
{SMT_SENATE_POPULAR_SUPPORT_9}				Die Plebejer halten Euch für die Reinkarnation des Romulus! Selbst Eure wenigen Feinde loben öffentlich Eure offensichtliche Perfektion. Sie wagen es nicht, die Meute zu verärgern. 
{SMT_TURNS_UNTIL_SURRENDER}					Belagerung im Gang. Runden bis zur Kapitulation:
{SMT_NO_ASSASSINATION_TARGETS}				Keine gültigen Attentatsziele
{SMT_NO_SABOTAGE_TARGETS}					Keine Gebäude zum Sabotieren
{SMT_MISSION_TARGET}						Missionsziel wählen
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE}			Diese Siedlung sollte noch weitere %d Runden durchstehen können.
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE}			Im Falle einer Belagerung kann diese Siedlung %d Runden durchhalten.
{SMT_GARRISON_BREAKDOWN}					Garnisonsübersicht
{SMT_NAVY_BREAKDOWN}						Flottenverband-Übersicht
{SMT_INFANTRY}							Infanterie
{SMT_CAVALRY}							Kavallerie
{SMT_ARTILLERY}							Artillerie
{SMT_SHIPS}							Schiffe
{SMT_ARMY_FULL}						Diese Armee kann keine weiteren Einheiten aufnehmen.
{SMT_NAVY_FULL}						Dieser Flottenverband kann keine weiteren Einheiten aufnehmen.
{SMT_NO_GARRISON_COMMANDER}					Kein Garnisonskommandant vorhanden
{SMT_SAILORS}							Matrosen
{SMT_ENTERTAINMENT_TRANSACTIONS}				Unterhaltung
{SMT_CAPABILITY_POPULATION_GROWTH_BONUS}		Bevölkerungswachstums-Modifikator
{SMT_CAPABILITY_POPULATION_LOYALTY_BONUS}		Bevölkerungsloyalitäts-Modifikator
{SMT_CAPABILITY_POPULATION_HEALTH_BONUS}		Bevölkerungsgesundheits-Modifikator
{SMT_CAPABILITY_TRADE_BASE_INCOME_BONUS}		Handelserträge-Modifikator
{SMT_CAPABILITY_TRADE_LEVEL_BONUS}			Handelsstufen-Modifikator
{SMT_CAPABILITY_TRADE_FLEET}				Handelsflotte
{SMT_CAPABILITY_TAXABLE_INCOME_BONUS}		Versteuerbare-Erträge-Modifikator
{SMT_CAPABILITY_MINE_RESOURCE}			Bergbau
{SMT_CAPABILITY_FARMING_LEVEL}			Farmwesen
{SMT_CAPABILITY_ROAD_LEVEL}				Straßen
{SMT_CAPABILITY_GATE_STRENGTH}			Torstärke
{SMT_CAPABILITY_GATE_DEFENSES}			Torverteidigung
{SMT_CAPABILITY_TOWER_LEVEL}				Turmverteidigung
{SMT_CAPABILITY_ARMOUR}					Rüstung
{SMT_CAPABILITY_STAGE_GAMES}				Spiele abhalten
{SMT_CAPABILITY_STAGE_RACES}				Rennen abhalten
{SMT_CAPABILITY_POPULATION_FIRE_RISK_BONUS}	Brandgefahr-Modifikator
{SMT_CAPABILITY_WEAPON_SIMPLE}			Einfache Waffen
{SMT_CAPABILITY_WEAPON_MISSILE}			Fernkampfwaffen
{SMT_CAPABILITY_WEAPON_BLADED}			Klingenwaffen
{SMT_CAPABILITY_WEAPON_SIEGE}				Belagerungswaffen
{SMT_CAPABILITY_WEAPON_OTHER}				Spezialwaffen
{SMT_CAPABILITY_BODYGUARD}				Leibwachen			
{SMT_CAPABILITY_RECRUITS_MORALE_BONUS}		Rekrutenkampfgeist-Modifikator
{SMT_CAPABILITY_RECRUITS_EXPERIENCE_BONUS}	Rekrutenerfahrungs-Modifikator
{SMT_CAPABILITY_HAPPINESS_BONUS}			Zufriedenheits-Modifikator
{SMT_CAPABILITY_LAW_BONUS}				Rechts-Modifikator
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_MILITARY}	Senkung militärischer Baukosten
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_RELIGIOUS}	Senkung religiöser Baukosten
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_DEFENSIVE}	Senkung defensiver Baukosten
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_OTHER}		Senkung ziviler Baukosten
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_MILITARY}	Senkung militärischer Bauzeit
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_RELIGIOUS}	Senkung religiöser Bauzeit
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_DEFENSIVE}	Senkung defensiver Bauzeit
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_OTHER}		Senkung ziviler Bauzeit
{SMT_CAPS_LOC_TRAINS_EXPERIENCE}				Erfahrung
{SMT_CAPS_LOC_TRAINS}						Bildet aus
{SMT_CAPS_LOC_TRAINS_BONUS}					Ausbildungsbonus
{SMT_CAPS_LOC_RECRUITS_LEVEL}				Stufe
{SMT_CAPS_LOC_RECRUITS}						Rekrutiert
{SMT_CAPS_LOC_RECRUITS_BONUS}					Rekrutierbonus
{SMT_CAPS_LOC_PROVIDES}						Ermöglicht
{SMT_CAPS_LOC_PROVIDES_BONUS}					Bringt Bonus
{SMT_CAPS_LOC_REQUIRES}						Benötigt
{SMT_CAPS_LOC_CONDITION_NOT}						nicht
{SMT_CAPS_LOC_CONDITION_AND}						und
{SMT_CAPS_LOC_CONDITION_OR}							oder
{SMT_CAPS_LOC_CONDITION_BUILDING_PRESENT_MIN_LEVEL}	oder höher
{SMT_CAPS_LOC_CONDITION_CAPABILITY_VALUE}			oder höher

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 30/03/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************


{SMT_MISSION_BUILD_ARMY_TITLE}						Region verstärken
{SMT_MISSION_BUILD_ARMY_PROPOSAL}					Der Senat findet, diese Region sei nicht ausreichend bemannt und daher verletzlich. Er bittet Euch, Eure Truppen hier innerhalb von 18 Monaten um mindestens 4 Einheiten zu verstärken.
{SMT_MISSION_BUILD_ARMY_EXPIRY}						Der Verlust dieser Region ist ein Schlag für Rom. Wenn Ihr schneller agiert hättet, wäre dies nicht geschehen.
{SMT_MISSION_BUILD_ARMY_FAILURE}					Der Senat findet, dass Euer Missachten seines Rats gefährlich ist. Wenn Ihr diese Region aufgrund Eurer Nachlässigkeit verliert, kann dies Konsequenzen haben.
{SMT_MISSION_BUILD_ARMY_SUCCESS}					Der Senat stellt fest, dass Ihr seinen Rat befolgt und diese Region verstärkt habt. Hoffentlich wendet das die Bedrohung ab.
{SMT_MISSION_ASSIST_FACTION_TITLE}					Verbündeten verstärken
{SMT_MISSION_ASSIST_FACTION_PROPOSAL}					Der Senat bittet Euch, eine Armee mit mindestens 4 Einheiten in diese Region zu entsenden und ihre Kontrolle an die verbündeten Streitmächte dort zu übergeben.
{SMT_MISSION_ASSIST_FACTION_EXPIRY}					Der Verlust dieser Region ist ein Schlag für Rom. Wenn Ihr schneller agiert hättet, wäre dies nicht geschehen.
{SMT_MISSION_ASSIST_FACTION_FAILURE}					Der Senat findet, dass Euer Missachten seines Rats gefährlich ist. Wenn Ihr diese Region aufgrund Eurer Nachlässigkeit verliert, kann dies Konsequenzen haben.
{SMT_MISSION_ASSIST_FACTION_SUCCESS}					Der Senat stellt fest, dass Ihr seinen Rat befolgt habt und unsere Verbündeten in der Region verstärkt habt. Bitte lasst Eure Armee für mindestens 2 Jahre unter ihrer Kontrolle.
{SMT_MISSION_LEAVE_REGION_TITLE}					Region verlassen
{SMT_MISSION_LEAVE_REGION_PROPOSAL}					Der Senat verlangt, dass Ihr diese Armee entfernt. Sie befindet sich auf dem Land eines Freundes von Rom. Wenn Ihr Euch nur auf der Durchreise befindet, solltet Ihr zunächst um ein Bündnis und militärischen Zugang bitten. Wenn Ihr einen Angriff plant, solltet Ihr Eure Pläne sofort ändern.
{SMT_MISSION_LEAVE_REGION_EXPIRY}					Eure offenkundige Ignoranz gegenüber der Politik des Senats ist irritierend und gefährlich. Rom ist darauf angewiesen, dass seine großen Familien seine Politik unterstützen. Wenn jede Familie ihre eigene Außenpolitik betreibt, bedeutet dies Chaos.
{SMT_MISSION_LEAVE_REGION_FAILURE}					Der Senat findet, dass Euer Missachten seines Rats gefährlich ist. Es war eine kleine Bitte, Euer Scheitern bei ihrer Erfüllung könnte ernsthafte Konsequenzen haben.
{SMT_MISSION_LEAVE_REGION_SUCCESS}					Der Senat stellt fest, dass Ihr seinen Rat befolgt und die Armee entfernt habt. Bitte denkt nächstes Mal daran, zunächst um militärischen Zugang zu bitten, bevor Ihr Truppen in eine friedliche Region bringt.
{SMT_MISSION_EXACT_TRIBUTE_TITLE}					Tribut verlangen
{SMT_MISSION_EXACT_TRIBUTE_PROPOSAL}					Der Senat findet, dass diese Seite die Überlegenheit Roms anerkennen muss. Er bittet Euch darum, einen Diplomaten zu entsenden, um die Bezahlung eines Tributs zu verlangen. Ihr werdet abhängig von dem erlangten Tribut belohnt.
{SMT_MISSION_EXACT_TRIBUTE_EXPIRY}					Es scheint, dass die Politik des Senats, diese Leute unter Kontrolle zu halten, von den Ereignissen überholt wurde. Die Mission wird abgebrochen.
{SMT_MISSION_EXACT_TRIBUTE_FAILURE}					Der Senat stellt fest, dass Ihr keinen Tribut von diesem Volk verlangen konntet. Unabhängig davon, ob es an ihrer Kompromisslosigkeit oder mangelnden Taten Eurerseits liegt, machen wir Euch dafür verantwortlich.
{SMT_MISSION_EXACT_TRIBUTE_SUCCESS}					Der Senat ist erfreut, dass Ihr es geschafft habt, von dieser Seite Tribut zu erlangen. Die Pläne Roms, sie zu dominieren, sind auf erfolgreichem Wege.
{SMT_MISSION_MAKE_SUBMIT_TITLE}						Kapitulation erreichen
{SMT_MISSION_MAKE_SUBMIT_PROPOSAL}					Der Senat findet, dass diese Seite ausreichend geschwächt wurde und das Erzwingen einer Kapitulation eine realistische Option ist. Entsendet einen Diplomaten und verlangt, dass sie zu einem Protektorat unter römischer Kontrolle werden.
{SMT_MISSION_MAKE_SUBMIT_EXPIRY}					Der Senat stellt fest, dass Eure Mission, diese Seite zur Kapitulation zu zwingen und zu einem Protektorat zu machen, von den Ereignissen überholt wurde. Die Mission wird abgebrochen.
{SMT_MISSION_MAKE_SUBMIT_FAILURE}					Der Senat stellt fest, dass Ihr es nicht geschafft habt, eine Kapitulation zu erreichen. Vielleicht führt eine Kombination einer diplomatischen Mission mit erhöhtem militärischen Druck das nächste Mal zum gewünschten Resultat.
{SMT_MISSION_MAKE_SUBMIT_SUCCESS}					Der Senat gratuliert Euch dazu, dass Ihr dieses Volk überzeugt habt, zu einem römischen Protektorat zu werden. Es hat eine Menge Zeit und militärische Anstrengung gespart; die fortlaufenden Tributzahlungen werden beim Aufbau des Imperiums nützlich sein.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_TITLE}				Rückgabe des Adlers verhandeln
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_PROPOSAL}				Der Senat würde gerne einen Diplomaten entsenden, um die Rückkehr des Legionsadlers, den diese Seite hält, auszuhandeln. Der Verlust der Adler-Standarte ist eine dauerhafte Schande für die Legion, die ihn verloren hat. Es scheint wenig Möglichkeiten zu geben, ihn mit militärischen Mitteln zurückzuerlangen.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_EXPIRY}				Es scheint, dass die diplomatische Mission, den verlorenen Adler zurückzuerlangen, von den Ereignissen überholt wurde. Die Mission wird abgebrochen.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_FAILURE}				Der Senat stellt fest, dass Ihr es nicht geschafft habt, den verlorenen Adler zurückzuerlangen. Dieses Scheitern vergrößert die Schande, die der Verlust des Adlers bereits auf Euer Haus geworfen hat.
{SMT_MISSION_NEGOTIATE_EAGLE_RETURN_SUCCESS}				Der Senat stellt fest, dass Ihr die Rückgabe des verlorenen Adlers erfolgreich ausgehandelt habt. Hierdurch wird der Fleck auf dem Ruf Eures Hauses, da Ihr ihn überhaupt erst verloren habt, in gewisser Weise wieder wettgemacht. Versucht, nicht wieder einen zu verlieren.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_TITLE}				Siedlungsübergabe verhandeln
{SMT_MISSION_NEGOTIATE_SETTLEMENT_PROPOSAL}				Der Senat findet, dass es eine realistische Aussicht gibt, die momentanen Besitzer zu überreden, diese Siedlung zu übergeben. Hierzu sollten wir ihnen eine andere Siedlung anbieten, die für uns weniger wertvoll ist. Entsendet einen Diplomaten und versucht, sie zur Übergabe zu bewegen.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_EXPIRY}				Es scheint, dass Eure diplomatische Mission, diese Siedlung für uns zu erlangen, nicht mehr länger relevant ist. Die Mission wird abgebrochen.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_FAILURE}				Der Senat stellt fest, dass Ihr bei dem Versuch gescheitert seid, diese Siedlung für uns zu erlangen. Vielleicht wird eine militärische Streitmacht dort den Erfolg gewähren, wo die Diplomatie gescheitert ist.
{SMT_MISSION_NEGOTIATE_SETTLEMENT_SUCCESS}				Glückwunsch zum erfolgreichen Abschluss Eurer diplomatischen Mission. Der Senat hofft, dass der Preis, der für diese Siedlung gezahlt wurde, nicht zu hoch war.
{SMT_MISSION_GET_MAP_INFO_TITLE}					Karteninformationen erlangen
{SMT_MISSION_GET_MAP_INFO_PROPOSAL}					Der Senat bittet Euch, einen Diplomaten zu dieser Seite zu senden und einen Vertrag zum Erlangen von Karteninformationen zu verhandeln, mit dem Ihr Roms Wissen über die Welt verbessert.
{SMT_MISSION_GET_MAP_INFO_EXPIRY}					Diese Mission wurde abgebrochen, da die entsprechende Seite ausgelöscht wurde.
{SMT_MISSION_GET_MAP_INFO_FAILURE}					Der Senat ist nicht glücklich, dass Ihr diese Mission nicht erfüllen konntet.
{SMT_MISSION_GET_MAP_INFO_SUCCESS}					Der Senat dankt Euch, dass Ihr erfolgreich die angeforderten Karteninformationen erlangt habt.
{SMT_MISSION_GET_TRADING_RIGHTS_TITLE}					Handelsvereinbarung abschließen
{SMT_MISSION_GET_TRADING_RIGHTS_PROPOSAL}				Der Senat bittet Euch, einen Diplomaten zu dieser Seite zu schicken und einen Vertrag auszuhandeln, um Handelsrechte für Rom zu erlangen.
{SMT_MISSION_GET_TRADING_RIGHTS_EXPIRY}					Diese Mission wurde abgebrochen, da die entsprechende Seite ausgelöscht wurde.
{SMT_MISSION_GET_TRADING_RIGHTS_FAILURE}				Der Senat ist nicht erfreut, dass Ihr diese Mission nicht erfüllen konntet.
{SMT_MISSION_GET_TRADING_RIGHTS_SUCCESS}				Der Senat dankt Euch, dass Ihr die Handelsvereinbarung erfolgreich abgeschlossen habt.
{SMT_MISSION_APPEASE_FACTION_TITLE}					Seite beschwichtigen
{SMT_MISSION_APPEASE_FACTION_PROPOSAL}					Der Senat bittet Euch, einen Diplomaten zu dieser Seite zu entsenden und ihr die Zustimmung abzuringen, dass sie nicht angreift. Bietet Tribut oder alles andere an, das sinnvoll erscheint. Als kurzfristige Maßnahme ist dies sehr wichtig.
{SMT_MISSION_APPEASE_FACTION_EXPIRY}					Diese Mission ist nicht mehr relevant und wurde abgebrochen.
{SMT_MISSION_APPEASE_FACTION_FAILURE}					Der Senat ist nicht erfreut, dass Ihr es nicht geschafft habt, diese Mission zu erfüllen.
{SMT_MISSION_APPEASE_FACTION_SUCCESS}					Der Senat dankt Euch, dass Ihr die Zustimmung, um die wir gebeten hatten, erlangt habt.
{SMT_MISSION_PROVOKE_ATTACK_TITLE}					Angriff provozieren
{SMT_MISSION_PROVOKE_ATTACK_PROPOSAL}					Der Senat bittet Euch, einen Diplomaten zu dieser Seite zu entsenden, um zu sehen, ob Ihr sie zu einem Angriff gegen uns provozieren könnt. Rom wünscht den Krieg, will jedoch nicht als Aggressor erscheinen.
{SMT_MISSION_PROVOKE_ATTACK_EXPIRY}					Diese Mission ist nicht mehr relevant und wurde abgebrochen.
{SMT_MISSION_PROVOKE_ATTACK_FAILURE}					Der Senat stellt fest, dass Eure Anstrengungen, einen Angriff zu provozieren, fruchtlos waren. Dennoch gilt Euch sein Dank.
{SMT_MISSION_PROVOKE_ATTACK_SUCCESS}					Der Senat dankt Euch dafür, dass Ihr sie erfolgreich dazu gebracht habt, den Krieg für uns zu beginnen.
{SMT_MISSION_PEACE_TALKS_TITLE}						Friedensverhandlungen
{SMT_MISSION_PEACE_TALKS_PROPOSAL}					Der Senat bittet Euch, einen Diplomaten zu dieser Seite zu entsenden und zu versuchen, das Verhältnis zu ihr zu verbessern. Es wird kein besonderes Resultat erwartet - nur, dass Ihr den Diplomat als ersten Schritt entsendet.
{SMT_MISSION_PEACE_TALKS_EXPIRY}					Diese Mission ist nicht mehr relevant und wurde abgebrochen.
{SMT_MISSION_PEACE_TALKS_FAILURE}					Der Senat stellt fest, dass Ihr keinen diplomatischen Kontakt zu dieser Seite herstellen konntet.
{SMT_MISSION_PEACE_TALKS_SUCCESS}					Der Senat dankt Euch für die Anstrengungen, das Verhältnis zu dieser Seite zu verbessern.
{SMT_MISSION_BLOCKADE_TITLE}						Hafenblockade
{SMT_MISSION_BLOCKADE_PROPOSAL}						Der Senat bittet Euch, eine Eurer Flotten zu entsenden, um diesen Hafen zu blockieren. Hierdurch wird der Druck auf diese Seite erhöht, indem Ihr ihre Einnahmen reduziert.
{SMT_MISSION_BLOCKADE_EXPIRY}						Eure Mission, diesen Hafen zu blockieren, ist nicht mehr relevant und wird nun abgebrochen.
{SMT_MISSION_BLOCKADE_FAILURE}						Der Senat stellt fest, dass Ihr nicht in der Lage wart, diesen Hafen wie gefordert zu blockieren. Hierdurch wird der Gegner zum Nachteil Roms gestärkt.
{SMT_MISSION_BLOCKADE_SUCCESS}						Der Senat stellt fest, dass die Blockade des Hafens steht. Bitte belasst sie für mindestens 2 Jahre dort.
{SMT_MISSION_INCITE_UNREST_TITLE}					Unruhe stiften
{SMT_MISSION_INCITE_UNREST_PROPOSAL}					Der Senat sieht eine Möglichkeit, Probleme für einen Gegner Roms zu schaffen, indem in dieser Siedlung Unruhe gestiftet wird. Entsendet einen Spion und versucht, eine Rebellion anzustiften.
{SMT_MISSION_INCITE_UNREST_EXPIRY}					Die Mission, diese Siedlung zur Rebellion zu bringen, ist nicht mehr relevant. Die Mission wird abgebrochen.
{SMT_MISSION_INCITE_UNREST_FAILURE}					Der Senat hat auf die geplante Rebellion in dieser Siedlung gewartet, und sie ist nicht erfolgt. Dies wird als Versagen Eurerseits angesehen.
{SMT_MISSION_INCITE_UNREST_SUCCESS}					Die Rebellion in dieser Siedlung wird als gute Neuigkeit angesehen. Eure verborgene Hand in der Angelegenheit wird Euch gedankt.
{SMT_MISSION_EXTERMINATE_CITY_TITLE}					Siedlung auslöschen
{SMT_MISSION_EXTERMINATE_CITY_PROPOSAL}					Der Senat bittet Euch, diese Siedlung einzunehmen und die Bevölkerung auszulöschen.
{SMT_MISSION_EXTERMINATE_CITY_EXPIRY}					Der Senat hält es nicht mehr für nötig, diese Siedlung einzunehmen.
{SMT_MISSION_EXTERMINATE_CITY_FAILURE}					Der Senat ist nicht erfreut, dass Ihr es nicht geschafft habt, diese Mission durchzuführen.
{SMT_MISSION_EXTERMINATE_CITY_SUCCESS}					Der Senate ist erfreut, dass diese Mission erfolgreich durchgeführt wurde.
{SMT_MISSION_ENSLAVE_CITY_TITLE}					Siedlung versklaven
{SMT_MISSION_ENSLAVE_CITY_PROPOSAL}					Der Senat bittet Euch, diese Siedlung einzunehmen und die Bevölkerung zu versklaven.
{SMT_MISSION_ENSLAVE_CITY_EXPIRY}					Der Senat hält es nicht mehr für nötig, diese Siedlung einzunehmen.
{SMT_MISSION_ENSLAVE_CITY_FAILURE}					Der Senat ist nicht erfreut, dass Ihr es nicht geschafft habt, diese Mission durchzuführen.
{SMT_MISSION_ENSLAVE_CITY_SUCCESS}					Der Senat ist erfreut, dass diese Mission erfolgreich durchgeführt worden ist.
{SMT_STATE_ICON_RESOURCES}						Bergbau
{SMT_AUTOMANAGE_SETTLEMENT}						Diese Siedlung automatisch verwalten lassen
{SMT_CANNOT_RECRUIT_WHILST_IN_BATTLE}				Es ist nicht möglich, während einer Schlacht zu rekrutieren
{SMT_VICTORY_CONDITION_IMPERATOR_TITLE}				Imperator:
{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}				Werdet zum Herrscher Roms
{SMT_VICTORY_CONDITION_LAND_OWNER_TITLE}				Vorherrschaft:
{SMT_VICTORY_CONDITION_LAND_OWNER_DESCR}				Nehmt %d weitere Regionen ein
{SMT_VICTORY_CONDITION_TYCOON_TITLE}				Magnat:
{SMT_VICTORY_CONDITION_TYCOON_DESCR}				Vergrößert Euer Imperium, dass %d Denare pro Runde eingenommen werden
{SMT_VICTORY_CONDITION_TIME_LIMIT_TITLE}				Zeitlimit:
{SMT_VICTORY_CONDITION_TIME_LIMIT_DESCR}				Werdet in %d Runden zur mächtigsten Seite
{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_TITLE}			Überlebenskünstler:
{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}			Überlebt länger als die folgenden Seiten:
{SMT_CAMPAIGN_VICTORY_CONDITIONS}					Siegbedingung
{SMT_CAMPAIGN_VICTORY_CONDITIONS_COMPLETE}			Abgeschlossen

{SMT_CAPABILITY_POPULATION_GROWTH_BONUS}		Bonus Bevölkerungswachstum:
{SMT_CAPABILITY_POPULATION_LOYALTY_BONUS}		Bonus öffentliche Ordnung:
{SMT_CAPABILITY_POPULATION_HEALTH_BONUS}		Bonus allgemeine Gesundheit:
{SMT_CAPABILITY_TRADE_BASE_INCOME_BONUS}		Steigerung von Handelsgütern
{SMT_CAPABILITY_TRADE_LEVEL_BONUS}			Steigerung des Handels
{SMT_CAPABILITY_TRADE_FLEET}				Verfügbare Handelsflotten:
{SMT_CAPABILITY_TAXABLE_INCOME_BONUS}		Bonus Steuereinnahmen:
{SMT_CAPABILITY_MINE_RESOURCE}			Minenerträge:
{SMT_CAPABILITY_FARMING_LEVEL}			Verbesserte Farmen und Nahrungsmittelproduktion
{SMT_CAPABILITY_ROAD_LEVEL}				Verbesserte Straßen und Handel
{SMT_CAPABILITY_GATE_STRENGTH}			Verbesserte Torstärke
{SMT_CAPABILITY_GATE_DEFENSES}			Zusätzliche Torverteidigungen
{SMT_CAPABILITY_TOWER_LEVEL}				Zusätzliche Mauerverteidigungen
{SMT_CAPABILITY_ARMOUR}					Verbessert Rüstung: 
{SMT_CAPABILITY_STAGE_GAMES}				Ermöglicht Gladiatorenspiele
{SMT_CAPABILITY_STAGE_RACES}				Ermöglicht Rennen
{SMT_CAPABILITY_POPULATION_FIRE_RISK_BONUS}	Verringert Brandgefahr
{SMT_CAPABILITY_WEAPON_SIMPLE}			Verbessert Nahkampfwaffen:
{SMT_CAPABILITY_WEAPON_MISSILE}			Verbessert Fernkampfwaffen:
{SMT_CAPABILITY_WEAPON_BLADED}			Verbessert Klingenwaffen:
{SMT_CAPABILITY_WEAPON_SIEGE}				Verbessert Belagerungswaffen:
{SMT_CAPABILITY_WEAPON_OTHER}				<< DIESER TEXT SOLLTE NICHT ANGEZEIGT WERDEN >>
{SMT_CAPABILITY_BODYGUARD}				Verbessert Leibwache des Generals
{SMT_CAPABILITY_RECRUITS_MORALE_BONUS}		Kampfgeistbonus für hier ausgebildete Truppen:
{SMT_CAPABILITY_RECRUITS_EXPERIENCE_BONUS}	Erfahrungsbonus für hier ausgebildete Truppen:
{SMT_CAPABILITY_HAPPINESS_BONUS}			Bonus öffentliche Ordnung durch Zufriedenheit:
{SMT_CAPABILITY_LAW_BONUS}				Bonus öffentliche Ordnung durch Gesetz:
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_MILITARY}	<< DIESER TEXT SOLLTE NICHT ANGEZEIGT WERDEN >>
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_RELIGIOUS}	<< DIESER TEXT SOLLTE NICHT ANGEZEIGT WERDEN >>
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_DEFENSIVE}	<< DIESER TEXT SOLLTE NICHT ANGEZEIGT WERDEN >>
{SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_OTHER}		<< DIESER TEXT SOLLTE NICHT ANGEZEIGT WERDEN >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_MILITARY}	<< DIESER TEXT SOLLTE NICHT ANGEZEIGT WERDEN >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_RELIGIOUS}	<< DIESER TEXT SOLLTE NICHT ANGEZEIGT WERDEN >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_DEFENSIVE}	<< DIESER TEXT SOLLTE NICHT ANGEZEIGT WERDEN >>
{SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_OTHER}		<< DIESER TEXT SOLLTE NICHT ANGEZEIGT WERDEN >>
{SMT_CAPS_LOC_TRAINS}						Ermöglicht Ausbildung von:
{SMT_CAPS_LOC_RECRUITS}						Ermöglicht Rekrutierung von:
{SMT_CAPS_LOC_PROVIDES}						Ermöglicht:
{SMT_ENEMY_AMBUSH_FAILED}					Der gegnerische Überraschungsangriff ist gescheitert, daher habt Ihr jetzt Zeit, Euch auf die Schlacht vorzubereiten.
{SMT_ENEMY_AMBUSH_SUCCESS}					Ihr wurdet vollkommen überrascht und habt keine Zeit, Euch auf die Schlacht vorzubereiten.
{SMT_YOUR_AMBUSH_FAILED}					Euer Hinterhalt ist gescheitert. Der Feind kann sich in Ruhe auf die Schlacht vorbereiten.
{SMT_YOUR_AMBUSH_SUCCESS}					Der Feind ahnte nichts von Eurem Angriff und hat nun keine Zeit, sich auf die Schlacht vorzubereiten.
{SMT_NO_UNITS_IN_NAVY}					Es sind keine Einheiten in diesem Flottenverband.
{SMT_NO_UNITS_IN_ARMY}					Es sind keine Einheiten in dieser Armee.
{SMT_NO_CHARACTERS_WITH_NAVY}				Es reisen keine Charaktere mit diesem Flottenverband.
{SMT_NO_CHARACTERS_WITH_ARMY}				Es reisen keine Charaktere mit dieser Armee.
{SMT_NO_UNITS_TRANSPORTED}				Es werden keine Einheiten mit diesem Flottenverband transportiert.
{SMT_NO_UNITS_IN_GARRISON}				Hier sind keine Einheiten in einer Garnison.
{SMT_NO_BUILDINGS_IN_SETTLEMENT}			Hier gibt es keine Bauten.
{SMT_NO_VISITORS_IN_SETTLEMENT}			Die Siedlung hat keine Besucher.
{SMT_NO_VISITORS_IN_FORT}				Dieses Fort hat keine Besucher.
{SMT_STATE_ICON_UNIT_RECRUITS}			Rekrutierte Bewohner
{SMT_STATE_ICON_GOVERNORS_INFLUENCE}		Einfluss des Statthalters
{SMT_LAND_IMPORTS}					Importe (Landhandel)
{SMT_RETAINERS}							Gefolge
{SMT_RETAINERS_UNKNOWN}					Gefolge unbekannt
{SMT_TRAITS_UKNOWN}					Merkmale unbekannt

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 21/04/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DIED}							Gestorben:
{SMT_NO_BUILDING_IN_NEED_OF_REPAIR}			Kein Gebäude muss repariert werden.
{SMT_NO_UNITS_NEED_RETRAINING}				Keine Einheit muss fortgebildet werden.
{SMT_VICES}						Merkmale
